# offset_in_band	d	left5	hash160_decimal	dist_l5_P160
1511	730750818665451459101842416358141509827966272999	74010	740107256304662587550615496647663955789549480671	60750
1512	730750818665451459101842416358141509827966273000	13463	1346382925710022743258755614475566652194998801945	203
1513	730750818665451459101842416358141509827966273001	98071	980717947220349524911906024760661792663605169554	84811
1514	730750818665451459101842416358141509827966273002	34508	345083822530799243786047377552978933014780382589	21248
1515	730750818665451459101842416358141509827966273003	12287	1228708961369384590100882670930234372546410040007	973
1516	730750818665451459101842416358141509827966273004	63427	634275906235886708218932178397523198009684946338	50167
1517	730750818665451459101842416358141509827966273005	12382	1238281325623026425301277226129408142589237413028	878
1518	730750818665451459101842416358141509827966273006	26210	262109991696866848329390373445252411242972872146	12950
1519	730750818665451459101842416358141509827966273007	62118	621186380755127043878651549666588092484953271504	48858
1520	730750818665451459101842416358141509827966273008	59821	598213527891957163801206953863886363685892338108	46561
1521	730750818665451459101842416358141509827966273009	11600	1160018300879479958532940700573209265536943044545	1660
1522	730750818665451459101842416358141509827966273010	33659	336592492015083982408427164960518256339596210900	20399
1523	730750818665451459101842416358141509827966273011	13970	1397035052359240387868386221756226988493052072868	710
1524	730750818665451459101842416358141509827966273012	21365	213650496579761242250359935469622988472583133298	8105
1525	730750818665451459101842416358141509827966273013	57999	579998253879900208425967357109149664734280775904	44739
1526	730750818665451459101842416358141509827966273014	69580	695806833717549747941666084534563023348701705421	56320
1527	730750818665451459101842416358141509827966273015	68676	686764607204295953284411097275638421058460194809	55416
1528	730750818665451459101842416358141509827966273016	13093	1309327572333754316201121440650747135235535837532	167
1529	730750818665451459101842416358141509827966273017	10755	1075577095792905373805711395598002736479090640507	2505
1530	730750818665451459101842416358141509827966273018	98516	985167095907018681695981881358204409632261597193	85256
1531	730750818665451459101842416358141509827966273019	37243	372436824054953879651633204053416272574625777972	23983
1532	730750818665451459101842416358141509827966273020	11539	1153921116150332116238803765070498267737420676089	1721
1533	730750818665451459101842416358141509827966273021	34123	341237589863512257798767120783473901364596024165	20863
1534	730750818665451459101842416358141509827966273022	90332	90332859982015760722612698253577950377242584114	77072
1535	730750818665451459101842416358141509827966273023	57521	575210984887054262986871504234915555419419717340	44261
1536	730750818665451459101842416358141509827966273024	19226	192267203922300402422439360780177372506625669586	5966
1537	730750818665451459101842416358141509827966273025	79058	790582163050952431145130782565888968508540562112	65798
1538	730750818665451459101842416358141509827966273026	37379	373796682858395113650881547833374095744783102056	24119
1539	730750818665451459101842416358141509827966273027	49703	497039053117839559286833797754434732655497109304	36443
1540	730750818665451459101842416358141509827966273028	74253	742534564332624274509415818996356271505586940669	60993
1541	730750818665451459101842416358141509827966273029	66394	66394867990137220646462082633327267089642817919	53134
1542	730750818665451459101842416358141509827966273030	89079	890793713215278868655426257063265458823817252397	75819
1543	730750818665451459101842416358141509827966273031	66802	668020550334058220250097699227819059132094724974	53542
1544	730750818665451459101842416358141509827966273032	93307	933073371497931831832730216952874127797616661450	80047
1545	730750818665451459101842416358141509827966273033	14353	1435347484770737289581853382560385956131714599853	1093
1546	730750818665451459101842416358141509827966273034	80499	804997113831676197148691846666047983329324839980	67239
1547	730750818665451459101842416358141509827966273035	85130	851308522020992554918221503131445474113640853698	71870
1548	730750818665451459101842416358141509827966273036	65991	659917953664079655445435945306191409899777035365	52731
1549	730750818665451459101842416358141509827966273037	14499	1449912896731298154796190831346415362312979478950	1239
1550	730750818665451459101842416358141509827966273038	10821	1082187846622073490628771337950962962792815248051	2439
1551	730750818665451459101842416358141509827966273039	90526	905264189985779508752578275126417964123402549058	77266
1552	730750818665451459101842416358141509827966273040	12697	1269777798342004874342911562465419070872568681590	563
1553	730750818665451459101842416358141509827966273041	11355	1135523574452537389574003854333414865567641741984	1905
1554	730750818665451459101842416358141509827966273042	68814	688144496546930866685127174649538674040132815705	55554
1555	730750818665451459101842416358141509827966273043	19511	195118732611532869186137444092334653855209201173	6251
1556	730750818665451459101842416358141509827966273044	27053	270532994482962242719827210409844569740030831060	13793
1557	730750818665451459101842416358141509827966273045	11666	116665483205566191855425868926761291175107944853	1594
1558	730750818665451459101842416358141509827966273046	81988	81988583323513933493866693096126117130698058687	68728
1559	730750818665451459101842416358141509827966273047	97854	978544903266889821338675487829315016276468723218	84594
1560	730750818665451459101842416358141509827966273048	85451	854519425066169835030899453370834497503275530728	72191
1561	730750818665451459101842416358141509827966273049	78289	782896288352563687950764655264494988712141360422	65029
1562	730750818665451459101842416358141509827966273050	14480	144807528734257488132520464513534037924087873544	1220
1563	730750818665451459101842416358141509827966273051	12199	1219999624702157502378587268192932013410139675980	1061
1564	730750818665451459101842416358141509827966273052	93528	935289825972573877739008728320228589026827572052	80268
1565	730750818665451459101842416358141509827966273053	67325	673256710490566571229375617671164983601002049474	54065
1566	730750818665451459101842416358141509827966273054	11749	1174968917504982266496632875201907811766828532435	1511
1567	730750818665451459101842416358141509827966273055	61189	611891760652131852632649137610588100955996895485	47929
1568	730750818665451459101842416358141509827966273056	55919	559196554104041639636944132439906458446173573720	42659
1569	730750818665451459101842416358141509827966273057	10161	1016123244523989869572793752932838035203250891265	3099
1570	730750818665451459101842416358141509827966273058	36170	36170285266117187597496720247869224819829324916	22910
1571	730750818665451459101842416358141509827966273059	89476	894760128532446042525580821442078251190918079383	76216
1572	730750818665451459101842416358141509827966273060	69536	695367399304716861540883666176764371123369748362	56276
1573	730750818665451459101842416358141509827966273061	85924	859248695654159095217471938250734013111149492397	72664
1574	730750818665451459101842416358141509827966273062	17513	175133100704235536539982151696533915053894356546	4253
1575	730750818665451459101842416358141509827966273063	69881	698816067182290131320365180891129894417619645728	56621
1576	730750818665451459101842416358141509827966273064	10428	1042898817667925230297073390701797283870526603268	2832
1577	730750818665451459101842416358141509827966273065	89172	891728547234482255775848419872873565969846043472	75912
1578	730750818665451459101842416358141509827966273066	34891	348916102467457277249653415912282394530388822081	21631
1579	730750818665451459101842416358141509827966273067	43002	430023622240041149148641904991630048701023688165	29742
1580	730750818665451459101842416358141509827966273068	11780	117808499029903006267067067940097628890446296259	1480
1581	730750818665451459101842416358141509827966273069	16716	167166646503259732390646178078151873594398540834	3456
1582	730750818665451459101842416358141509827966273070	11231	1123116533836948149088236996726707133986167647306	2029
1583	730750818665451459101842416358141509827966273071	13874	1387418608737894045044636277871904437687115674927	614
1584	730750818665451459101842416358141509827966273072	33277	332770663121630106845304508009124452823103886742	20017
1585	730750818665451459101842416358141509827966273073	76233	762337794127126272987223370576343312943014998527	62973
1586	730750818665451459101842416358141509827966273074	14204	1420499860309855285548254863591476443814110047750	944
1587	730750818665451459101842416358141509827966273075	33035	330351346606012769299959971052644143381810578652	19775
1588	730750818665451459101842416358141509827966273076	64746	647469987697171492266426197531897653264743576123	51486
1589	730750818665451459101842416358141509827966273077	88092	880923179983131485137708334709184290490047563799	74832
1590	730750818665451459101842416358141509827966273078	12885	1288525939997962592125078626232493356866528647748	375
1591	730750818665451459101842416358141509827966273079	78848	788481796840364964479480097645060981830655575101	65588
1592	730750818665451459101842416358141509827966273080	50450	504505296025939257693994043113937945337952351697	37190
1593	730750818665451459101842416358141509827966273081	54889	548897103112746702124201340024863675477987383688	41629
1594	730750818665451459101842416358141509827966273082	35035	350359352398245225800423092385002814291247776042	21775
1595	730750818665451459101842416358141509827966273083	86762	867628614230344116014346633735462863117886880639	73502
1596	730750818665451459101842416358141509827966273084	21107	211073071916688615469597872896330244401077314864	7847
1597	730750818665451459101842416358141509827966273085	80044	800443007134316369260801901104716191708000223694	66784
1598	730750818665451459101842416358141509827966273086	60437	604373425216495656379621118674507969437358957774	47177
1599	730750818665451459101842416358141509827966273087	65925	659256215141426142590199162767459467913692331910	52665
1600	730750818665451459101842416358141509827966273088	12755	1275539407513163010263064300639411652503402365133	505
1601	730750818665451459101842416358141509827966273089	76489	764898005218044912859366233167472617744263116051	63229
1602	730750818665451459101842416358141509827966273090	13746	1374646844198110286974368500300500251165002185833	486
1603	730750818665451459101842416358141509827966273091	30669	306691203480668054637906828670807803648953074552	17409
1604	730750818665451459101842416358141509827966273092	94698	946989885234812135616657979159000478182242426906	81438
1605	730750818665451459101842416358141509827966273093	52980	529809669156264620019706003724669579064739612144	39720
1606	730750818665451459101842416358141509827966273094	64516	64516106927000343384807443317901691570435493955	51256
1607	730750818665451459101842416358141509827966273095	11434	1143419204498616265422137045532416473485861499103	1826
1608	730750818665451459101842416358141509827966273096	77763	777633568421786104115286664591222662767076215131	64503
1609	730750818665451459101842416358141509827966273097	76737	76737803391808183743254678441389432599765630055	63477
1610	730750818665451459101842416358141509827966273098	59321	593213658663668704967755738632673257551983918285	46061
1611	730750818665451459101842416358141509827966273099	18652	186526559668641479937235620800160798558968945088	5392
1612	730750818665451459101842416358141509827966273100	66777	667779595511356321133274378451590312693577206296	53517
1613	730750818665451459101842416358141509827966273101	35129	351299810111694674160317482363851030464268654528	21869
1614	730750818665451459101842416358141509827966273102	18109	181096020627833254371746358434002429963182052592	4849
1615	730750818665451459101842416358141509827966273103	62342	623423588431933268926504807587447622103441302209	49082
1616	730750818665451459101842416358141509827966273104	59320	593206681564936214295664836264607905254812750448	46060
1617	730750818665451459101842416358141509827966273105	14431	144313681053391351031712270729076996296380289378	1171
1618	730750818665451459101842416358141509827966273106	35150	351500643872012614089198922509432654370968415922	21890
1619	730750818665451459101842416358141509827966273107	82481	824818501562430701044577761510607656735897497889	69221
1620	730750818665451459101842416358141509827966273108	11231	1123131382190878106741678370501121448921799497130	2029
1621	730750818665451459101842416358141509827966273109	70966	709664904462477820410857710342832096800820172056	57706
1622	730750818665451459101842416358141509827966273110	10517	1051737241954228690959515818181268465795916012486	2743
1623	730750818665451459101842416358141509827966273111	13586	1358624022817366966141032874984832232955351638466	326
1624	730750818665451459101842416358141509827966273112	10366	1036671501228708764570826879171413905702991702657	2894
1625	730750818665451459101842416358141509827966273113	70827	708274191486152265896843437242370724874216668232	57567
1626	730750818665451459101842416358141509827966273114	37821	378217755070401756057992231264406083204640309142	24561
1627	730750818665451459101842416358141509827966273115	14207	1420754918137120963061904933486228106292220573329	947
1628	730750818665451459101842416358141509827966273116	20334	203349420904604740898753498536686881521474224988	7074
1629	730750818665451459101842416358141509827966273117	10343	1034390524959288376479798832930094554222111414551	2917
1630	730750818665451459101842416358141509827966273118	13163	1316367270013724232058539313473213827846475174543	97
1631	730750818665451459101842416358141509827966273119	66519	665197774379809712079713847663985430591622857612	53259
1632	730750818665451459101842416358141509827966273120	98994	989940319042021730794915304883654009898237027830	85734
1633	730750818665451459101842416358141509827966273121	43339	433391879816436402720619426512234709677752197692	30079
1634	730750818665451459101842416358141509827966273122	12691	1269105279537493750526399928180348989700715588612	569
1635	730750818665451459101842416358141509827966273123	66526	665262437401534489877487240716154500593022600299	53266
1636	730750818665451459101842416358141509827966273124	22897	228972107786110763574994000846695206930493928266	9637
1637	730750818665451459101842416358141509827966273125	79208	792088272782240926033500702053562886339358300561	65948
1638	730750818665451459101842416358141509827966273126	13716	1371622651570022948300798020390204087748970533835	456
1639	730750818665451459101842416358141509827966273127	13141	1314153598249866980674783154163364584028669856168	119
1640	730750818665451459101842416358141509827966273128	10925	1092577199569661112761481289773860328522169195679	2335
1641	730750818665451459101842416358141509827966273129	65488	654888002718642148015327605143025012217359843179	52228
1642	730750818665451459101842416358141509827966273130	40118	401181939893597862113190196792044576139218347071	26858
1643	730750818665451459101842416358141509827966273131	13723	1372378257756886191275739709709152963106314169972	463
1644	730750818665451459101842416358141509827966273132	89328	893289663225023343117708419651059335386206744961	76068
1645	730750818665451459101842416358141509827966273133	59885	59885850318154529313096045714003748907100369776	46625
1646	730750818665451459101842416358141509827966273134	92737	927371582455759404698289734659615840781136122501	79477
1647	730750818665451459101842416358141509827966273135	18340	183404126756916249651379357782375605307415387192	5080
1648	730750818665451459101842416358141509827966273136	41803	418039277190954369299320032277368666157605802984	28543
1649	730750818665451459101842416358141509827966273137	11064	1106494372198312083191903497710915984123849849453	2196
1650	730750818665451459101842416358141509827966273138	11196	1119662966559942938794430138283925740574931228501	2064
1651	730750818665451459101842416358141509827966273139	90130	901306755289809497666807566987742578441967424841	76870
1652	730750818665451459101842416358141509827966273140	44725	447251660831785370559840072272096463846610270524	31465
1653	730750818665451459101842416358141509827966273141	13445	1344539626524551880259267665144905243207323181247	185
1654	730750818665451459101842416358141509827966273142	69237	692379771064071964349601702298158523795255889384	55977
1655	730750818665451459101842416358141509827966273143	12674	126740661955315598149886924693262856128228506196	586
1656	730750818665451459101842416358141509827966273144	11184	1118419452048668134877513753844176338735940623687	2076
1657	730750818665451459101842416358141509827966273145	84982	849822272503805544030942382413085211861670471192	71722
1658	730750818665451459101842416358141509827966273146	57050	570503963682022592923725374275450522879157780028	43790
1659	730750818665451459101842416358141509827966273147	13175	1317564343632021787284081315129570000214917327298	85
1660	730750818665451459101842416358141509827966273148	81137	811374388836445932933945453055169462815680139243	67877
1661	730750818665451459101842416358141509827966273149	97010	97010461708479756551063240650014515724250715707	83750
1662	730750818665451459101842416358141509827966273150	21406	214061386519146134270501433719100064983850071407	8146
1663	730750818665451459101842416358141509827966273151	40956	409568919229861217090005949367647642727940424476	27696
1664	730750818665451459101842416358141509827966273152	92028	920283170940239467711491142531536758614619563839	78768
1665	730750818665451459101842416358141509827966273153	30958	309587608836330070455397517579147612867029635572	17698
1666	730750818665451459101842416358141509827966273154	44406	44406729897740409476004562196291267764567754901	31146
1667	730750818665451459101842416358141509827966273155	42500	425000257444722008768650337083577790551348731553	29240
1668	730750818665451459101842416358141509827966273156	77493	774932569238672662438791983945751228899088327438	64233
1669	730750818665451459101842416358141509827966273157	30834	308341121412581126209848115167164417013016945227	17574
1670	730750818665451459101842416358141509827966273158	99834	998344596499112914015868433605930439434592567135	86574
1671	730750818665451459101842416358141509827966273159	29615	296150289070923453021421983420961252782941282561	16355
1672	730750818665451459101842416358141509827966273160	13582	1358240234267059314303954105935086168936028215268	322
1673	730750818665451459101842416358141509827966273161	49437	494376239793844787339245308174934934021362062589	36177
1674	730750818665451459101842416358141509827966273162	81571	815714033174364536671675834196457811454204844223	68311
1675	730750818665451459101842416358141509827966273163	28662	286625638093677611784091726925309126516987631247	15402
1676	730750818665451459101842416358141509827966273164	93284	932840433168818291406108217596709024822666802507	80024
1677	730750818665451459101842416358141509827966273165	63528	635283546874881063417263539812202163001870822113	50268
1678	730750818665451459101842416358141509827966273166	22122	22122460431523573834320227811818426086584475662	8862
1679	730750818665451459101842416358141509827966273167	14276	1427671308170128150027215456698543323441910493959	1016
1680	730750818665451459101842416358141509827966273168	88636	886361276601054029464292294414038808912830027472	75376
1681	730750818665451459101842416358141509827966273169	76423	764238020113832413602811110902930965143736507192	63163
1682	730750818665451459101842416358141509827966273170	57085	570850623091785269949351921850631279387666154635	43825
1683	730750818665451459101842416358141509827966273171	10168	101681610127190942789705495197954110641412399731	3092
1684	730750818665451459101842416358141509827966273172	13115	1311591970195232449602662048346179221477852901972	145
1685	730750818665451459101842416358141509827966273173	42705	427057680644728834402968594811195122124758477386	29445
1686	730750818665451459101842416358141509827966273174	10738	1073833822368973837368164221343283675040572980767	2522
1687	730750818665451459101842416358141509827966273175	90778	907782721979843030114155577669884849481399590736	77518
1688	730750818665451459101842416358141509827966273176	11875	1187576342399485577510373605645654212742522888768	1385
1689	730750818665451459101842416358141509827966273177	10330	1033053795307751219508211811612131701937247647550	2930
1690	730750818665451459101842416358141509827966273178	13428	134281694066932150242491565451670838713734859524	168
1691	730750818665451459101842416358141509827966273179	77944	779446628488151329164061872452703266421650879095	64684
1692	730750818665451459101842416358141509827966273180	70331	703313914439418095709973392335472583806582226661	57071
1693	730750818665451459101842416358141509827966273181	40201	402015773132570668640190594395358920236491937076	26941
1694	730750818665451459101842416358141509827966273182	22145	221450213591959600849450529300298110257552678273	8885
1695	730750818665451459101842416358141509827966273183	92801	928012230521285862410024909940083959546347543230	79541
1696	730750818665451459101842416358141509827966273184	10286	1028667820695501611704674149868754148585648621721	2974
1697	730750818665451459101842416358141509827966273185	94683	946831038879012606450779303604838418656426161710	81423
1698	730750818665451459101842416358141509827966273186	94881	948814838577538384445735139389874459473876176224	81621
1699	730750818665451459101842416358141509827966273187	11417	1141730489709690892747563001770830512147309756804	1843
1700	730750818665451459101842416358141509827966273188	33063	330632884204611725784855931506330121699640878398	19803
1701	730750818665451459101842416358141509827966273189	20440	204405725702200540949363701243011893953871521144	7180
1702	730750818665451459101842416358141509827966273190	74962	749623171454330927713912963696872768686071775029	61702
1703	730750818665451459101842416358141509827966273191	26510	265103976579613848916535199709796887035609122215	13250
1704	730750818665451459101842416358141509827966273192	77692	776922238712441365608436786743497386537454037202	64432
1705	730750818665451459101842416358141509827966273193	74899	748999311345015922110951696240082844004254637668	61639
1706	730750818665451459101842416358141509827966273194	65114	651145098039427980370138766170717199415013341761	51854
1707	730750818665451459101842416358141509827966273195	63150	631503627529225939519126357295912284192978045879	49890
1708	730750818665451459101842416358141509827966273196	26088	260882367384653176360536895655337524169683572362	12828
1709	730750818665451459101842416358141509827966273197	14515	1451573206405232349756109504090953655849325336292	1255
1710	730750818665451459101842416358141509827966273198	12765	1276594776124770645454935426440935473615996346870	495
1711	730750818665451459101842416358141509827966273199	76692	766929759894544840386756114570895882371217224460	63432
1712	730750818665451459101842416358141509827966273200	95621	956213948060672523287626409064821185694319826495	82361
1713	730750818665451459101842416358141509827966273201	31700	317002020652749325418913331090553050046661372027	18440
1714	730750818665451459101842416358141509827966273202	10979	109795612389347975536069681052587341524477149344	2281
1715	730750818665451459101842416358141509827966273203	18007	18007206883239560938606816261659862165750260145	4747
1716	730750818665451459101842416358141509827966273204	13357	1335725012927475573185102960978036205500304376961	97
1717	730750818665451459101842416358141509827966273205	13046	130465927279764983547947442962632432695367698064	214
1718	730750818665451459101842416358141509827966273206	44104	441046843266479784110472745684089624256218142910	30844
1719	730750818665451459101842416358141509827966273207	13776	1377680139168279137234140747611516161068584827670	516
1720	730750818665451459101842416358141509827966273208	10172	1017247928096911664997767563433379896536628291863	3088
1721	730750818665451459101842416358141509827966273209	93727	937271156489031263678939866589986499936831845834	80467
1722	730750818665451459101842416358141509827966273210	14302	1430274185580056105085449484778077508272622677647	1042
1723	730750818665451459101842416358141509827966273211	12078	1207810871063979689825361750040263145347664784530	1182
1724	730750818665451459101842416358141509827966273212	54439	544390159650548527726883558948818232708721705052	41179
1725	730750818665451459101842416358141509827966273213	12392	1239265427298829041789155953098034091571372028255	868
1726	730750818665451459101842416358141509827966273214	21861	218611411842267169993770399294832922082031454870	8601
1727	730750818665451459101842416358141509827966273215	12088	1208890738131638449878555367905392273897880629897	1172
1728	730750818665451459101842416358141509827966273216	10710	1071065808157602297275876304544888109696413913304	2550
1729	730750818665451459101842416358141509827966273217	40762	407627715571348919296912233110424017835911911706	27502
1730	730750818665451459101842416358141509827966273218	47675	476756914624082353262965510707093532166157633905	34415
1731	730750818665451459101842416358141509827966273219	28857	288577310086882914059672034909937037527727947913	15597
1732	730750818665451459101842416358141509827966273220	10144	1014498505396334078837911577014778939356559911878	3116
1733	730750818665451459101842416358141509827966273221	10402	1040213949169611543944517554468653078340076549827	2858
1734	730750818665451459101842416358141509827966273222	11907	1190727208237872175685219347650631053344759792817	1353
1735	730750818665451459101842416358141509827966273223	85743	85743454712048801074204523297662610279179242538	72483
1736	730750818665451459101842416358141509827966273224	14032	1403222935550631144859349498505145810084414040996	772
1737	730750818665451459101842416358141509827966273225	13207	1320785110465339449801147301083364931548017977966	53
1738	730750818665451459101842416358141509827966273226	53516	535161853428846192574626575883046507365363497059	40256
1739	730750818665451459101842416358141509827966273227	89848	89848303459728235621592896678992755935532807395	76588
1740	730750818665451459101842416358141509827966273228	10257	1025781260185737221510325061070148817460095499888	3003
1741	730750818665451459101842416358141509827966273229	84753	84753263044348309701433168725586470464857635140	71493
1742	730750818665451459101842416358141509827966273230	22835	228357439297571768841768917877159774957096731781	9575
1743	730750818665451459101842416358141509827966273231	12817	1281745804241649094187473057391564156811463967602	443
1744	730750818665451459101842416358141509827966273232	91450	914507622838605699584536189139261359551674399549	78190
1745	730750818665451459101842416358141509827966273233	40046	400464386821759541135552779098739248751976411698	26786
1746	730750818665451459101842416358141509827966273234	28078	280789446930849608845425392458732154600609628926	14818
1747	730750818665451459101842416358141509827966273235	12219	1221992508297056413503423390867488071813273210252	1041
1748	730750818665451459101842416358141509827966273236	11099	1109990689019211991391915336324525443662417839802	2161
1749	730750818665451459101842416358141509827966273237	17397	173978880650183921730879241834067216734771022910	4137
1750	730750818665451459101842416358141509827966273238	46593	46593200713469913708151523619321797529600316332	33333
1751	730750818665451459101842416358141509827966273239	89568	895683183244338735389106304787418929137908657782	76308
1752	730750818665451459101842416358141509827966273240	12241	1224145221392019380467329904000296089604112405500	1019
1753	730750818665451459101842416358141509827966273241	62763	627636251218701837234307158102413274906287048564	49503
1754	730750818665451459101842416358141509827966273242	58364	583640447622864737595059095526352449664482055875	45104
1755	730750818665451459101842416358141509827966273243	19909	199099235716076226985276392919578208917390024147	6649
1756	730750818665451459101842416358141509827966273244	10461	1046160451417714608124698334856267241867707089133	2799
1757	730750818665451459101842416358141509827966273245	11411	1141143936564980953562197049288709761101180215664	1849
1758	730750818665451459101842416358141509827966273246	11024	1102429491616292642361083756643528048253021760722	2236
1759	730750818665451459101842416358141509827966273247	21796	217962477677152668256434233221818946490449653836	8536
1760	730750818665451459101842416358141509827966273248	87464	874643823055176872212581193322569676953900998124	74204
1761	730750818665451459101842416358141509827966273249	12388	1238808241624893027427589804233760830398787594897	872
1762	730750818665451459101842416358141509827966273250	58490	58490565941012850144252402571667167847775472579	45230
1763	730750818665451459101842416358141509827966273251	23483	234837573577283571436315741124144415329493948459	10223
1764	730750818665451459101842416358141509827966273252	13246	1324686076032143476229786802322755152983276783713	14
1765	730750818665451459101842416358141509827966273253	14524	1452437761972473659542051386381460503705331416793	1264
1766	730750818665451459101842416358141509827966273254	14531	1453135885476125292549833156146521751442933113148	1271
1767	730750818665451459101842416358141509827966273255	82898	828982240061231957883858132789496685523815055644	69638
1768	730750818665451459101842416358141509827966273256	46415	464152883283813897121687598248304701968967633161	33155
1769	730750818665451459101842416358141509827966273257	39329	393296053462097204712847051208344333964200592577	26069
1770	730750818665451459101842416358141509827966273258	12043	1204377679400997911471741438986899617590900516715	1217
1771	730750818665451459101842416358141509827966273259	36132	36132539404597843906334148823043097768139969595	22872
1772	730750818665451459101842416358141509827966273260	45238	452386117489058086900756209721291636935374107917	31978
1773	730750818665451459101842416358141509827966273261	19701	197013295010340237406109270053916766011134564631	6441
1774	730750818665451459101842416358141509827966273262	14400	144003506721683249228906989877369413374655206016	1140
1775	730750818665451459101842416358141509827966273263	30900	309008977915956758228049886500509678867140118662	17640
1776	730750818665451459101842416358141509827966273264	11925	1192563304117974789977368349145504378361374206981	1335
1777	730750818665451459101842416358141509827966273265	11736	1173691262698653293219345273768259608920555126459	1524
1778	730750818665451459101842416358141509827966273266	12492	1249242377147602524608473650615854611164024390554	768
1779	730750818665451459101842416358141509827966273267	72724	727244254410567295866976154647523257216236879967	59464
1780	730750818665451459101842416358141509827966273268	43423	434239762680601752110159708474282299176548790099	30163
1781	730750818665451459101842416358141509827966273269	82978	829789954316342729213364298017924435983332909507	69718
1782	730750818665451459101842416358141509827966273270	61627	616279048936240131294940284007382507648525693203	48367
1783	730750818665451459101842416358141509827966273271	53760	537606362173111228390466038665572492489261473544	40500
1784	730750818665451459101842416358141509827966273272	39879	398797784843317401066238094442923404610640291576	26619
1785	730750818665451459101842416358141509827966273273	11373	1137303943758941265446709441599246497132548279870	1887
1786	730750818665451459101842416358141509827966273274	27570	275703895521136364890866563548527094773581467791	14310
1787	730750818665451459101842416358141509827966273275	25578	255784454025485860318556759476905348863766670816	12318
1788	730750818665451459101842416358141509827966273276	10032	1003279586479439526718920681873755724825267105139	3228
1789	730750818665451459101842416358141509827966273277	54821	548213031690367022767663319496256828173547898977	41561
1790	730750818665451459101842416358141509827966273278	13714	1371433885929516650372806715621966294644722831112	454
1791	730750818665451459101842416358141509827966273279	46199	461990311265712109844802818568942859456736297825	32939
1792	730750818665451459101842416358141509827966273280	18892	188927676853457126491631652264901697740353089648	5632
1793	730750818665451459101842416358141509827966273281	11632	1163243314830545965090460012295551861210158432589	1628
1794	730750818665451459101842416358141509827966273282	12865	1286508547653811789924423684317930053729242487146	395
1795	730750818665451459101842416358141509827966273283	24589	245898127150518697551119009465995798319381829759	11329
1796	730750818665451459101842416358141509827966273284	74079	740791958013598298664769484433581392900281039081	60819
1797	730750818665451459101842416358141509827966273285	47096	470961706418121013854022076822876552272561488970	33836
1798	730750818665451459101842416358141509827966273286	16448	164482007577557406458458836027424512398991554117	3188
1799	730750818665451459101842416358141509827966273287	10694	1069471347479345646473439568612791815922858385483	2566
1800	730750818665451459101842416358141509827966273288	12284	1228466044761585804394464036894502743025176003830	976
1801	730750818665451459101842416358141509827966273289	19556	195565312705731068294222334202830665040301191731	6296
1802	730750818665451459101842416358141509827966273290	61415	614151603172761310311688851596797473021129930474	48155
1803	730750818665451459101842416358141509827966273291	23111	231110563387666897867142102685306584630579024907	9851
1804	730750818665451459101842416358141509827966273292	97961	97961949717722815675966345340937491452247900403	84701
1805	730750818665451459101842416358141509827966273293	10161	1016199172834422152411477153445563733358489741747	3099
1806	730750818665451459101842416358141509827966273294	12040	1204068312198161244037651504398059217031515581647	1220
1807	730750818665451459101842416358141509827966273295	13590	1359078827630433119410626426558254831176836825235	330
1808	730750818665451459101842416358141509827966273296	22878	228787662320659201643266781932580061627569312089	9618
1809	730750818665451459101842416358141509827966273297	81219	812195880116449206175315868259867240522801649807	67959
1810	730750818665451459101842416358141509827966273298	14378	143788252527119628441998660679641066182024515128	1118
1811	730750818665451459101842416358141509827966273299	25050	250508782719300076888455869802902608039627609932	11790
1812	730750818665451459101842416358141509827966273300	82179	821791611074874556555819796385954138959068504954	68919
1813	730750818665451459101842416358141509827966273301	67435	674354346042154414574012629759931242998859021554	54175
1814	730750818665451459101842416358141509827966273302	13570	1357000498609929193841707739192744192990115768791	310
1815	730750818665451459101842416358141509827966273303	89299	892997867750891359359223048029895345024769125611	76039
1816	730750818665451459101842416358141509827966273304	44006	440067737875305666653595558028400406546910279487	30746
1817	730750818665451459101842416358141509827966273305	75918	759181502627898026103780101979675520740793060443	62658
1818	730750818665451459101842416358141509827966273306	27481	274813225340064959735684816973812374785263882292	14221
1819	730750818665451459101842416358141509827966273307	12523	1252347810497836151872911058624812291964648836828	737
1820	730750818665451459101842416358141509827966273308	77159	771599731646919259227299030599361975892302826060	63899
1821	730750818665451459101842416358141509827966273309	34412	344124940744040212650110106223748993598916851849	21152
1822	730750818665451459101842416358141509827966273310	43757	437575031571930485231792507567984823451728069112	30497
1823	730750818665451459101842416358141509827966273311	59633	596337848513240487284550890838609868706824299682	46373
1824	730750818665451459101842416358141509827966273312	60577	605774864287749293774325074494820054402662671220	47317
1825	730750818665451459101842416358141509827966273313	11266	1126631008240677776605863177614526009708882342706	1994
1826	730750818665451459101842416358141509827966273314	20475	204758234754245235822521363114694853757724141672	7215
1827	730750818665451459101842416358141509827966273315	15535	155356082869932329598476673574848782305803707892	2275
1828	730750818665451459101842416358141509827966273316	10926	109266296237963308563711378047186495934292693902	2334
1829	730750818665451459101842416358141509827966273317	12820	1282012989248586415015332541906377294871659348764	440
1830	730750818665451459101842416358141509827966273318	32244	322444460492157782535133111636931452287412754743	18984
1831	730750818665451459101842416358141509827966273319	12819	1281921559269469966550668075668438870639478318765	441
1832	730750818665451459101842416358141509827966273320	64256	642566574414974303776518648967223439439247052172	50996
1833	730750818665451459101842416358141509827966273321	70809	708090166431963812986025649502497071575845238267	57549
