group	label	puzzle_n	lane3	lane5	scalar	mod	eq1_lhs	eq1_rhs	eq1_h2	eq1_h3	eq2_lhs	eq2_rhs	eq2_h2	eq2_h3
control	R24	0	-	-	103011152642879233576892703484181577577138820593882666305804457061445213679644	N	104965469282426012832005866517348927116990521284446994484021233119620593382991	6699703170626093038619963505690693802696272291433381547550933685664057046431	10->66	104->669	75972216964717308659937687107161187991757025706790774413737006425009701379094	59958323828509180748179547635178911878771075909111293566374770134025319214921	75->59	759->599
control	R24	0	-	-	103011152642879233576892703484181577577138820593882666305804457061445213679644	delta	128425213970204649064614671390622643092	418614289679134235412678741807973651371	12->41	128->418	169691826187465801352369452915711908373	420352996713031318514408347295661124300	16->42	169->420
control	R25	0	-	-	77550641287575043089312089138517393085839635832827734697737908939488658656759	p	4876657580433512767371019173142028394877522228491066204755627342762297584420	4876657580433512767371019173142028394877522228491066204755627342762297584420	48->48	487->487	30170028966917212615771534289714103326574206825628348316443726532023098856254	10608374821818086585383272771651053984343422995983687975021702355339467122685	30->10	301->106
control	R25	0	-	-	77550641287575043089312089138517393085839635832827734697737908939488658656759	N	100018934035141370823196141863289602061035383247065395934867962676790092118347	102797917861990770835114668767972347550325824762651416203445172005677379476436	10->10	100->102	25769781812704345344390393596055369875026372561382709234281225905780297424260	100634430368287653044125872154863483423074258928852652645169849986184321144842	25->10	257->100
control	R25	0	-	-	77550641287575043089312089138517393085839635832827734697737908939488658656759	delta	344363341931641261602279870937039557781	142529465110716690751247112270501351586	34->14	344->142	67832047098573991810141557226755727008	292960249841181582010690275704931542357	67->29	678->292
control	R26	0	-	-	96036157359092461214013578560732333787911969052211125047365536401231358339442	p	16309290981221276712108239411503788397658090075772945670429523238586695317026	16309290981221276712108239411503788397658090075772945670429523238586695317026	16->16	163->163	91929924303688369105246529456286073539015441531733752843688791650545484843534	94187294972292373009366614491006491170651232714719897026081893332389680924886	91->94	919->941
control	R26	0	-	-	96036157359092461214013578560732333787911969052211125047365536401231358339442	N	112642701493574985257358818903346389465335266622164464272413298332495734624912	68382570010493828723173505964011603711632658876978916033620351905547985325549	11->68	112->683	37777066214869883359475728376078993312712576617724948306621959798990083307165	12600007695879001355296579197986351494533987654675608665885451570744754139146	37->12	377->126
control	R26	0	-	-	96036157359092461214013578560732333787911969052211125047365536401231358339442	delta	373043778415414231982313645814511231620	304510297358118763444339813450732774909	37->30	373->304	267428856533114481262403088156837279147	390635177512627998270666760840289411856	26->39	267->390
control	R27	0	-	-	17588932489950081858630095905364138479519471863651433416111251516531619167423	p	16688985063380056322551455346192437381699739535566987011638622990555412053926	16688985063380056322551455346192437381699739535566987011638622990555412053926	16->16	166->166	41588027343150289510341891390460777680064120618584390356964291897169099816896	61933356457765569602226594766296549340756244844143010431744354321808092788129	41->61	415->619
control	R27	0	-	-	17588932489950081858630095905364138479519471863651433416111251516531619167423	N	96889036213134180042705524102342921031050657119283339861658303420127511286682	62698596451579988180197950891042952905240455190322711917386967601814072142259	96->62	968->626	57537422796804682820052611308320561777932132053766324071563246097229021486627	21574408755305243581693727131594599261172151630357603877194133165290188180830	57->21	575->215
control	R27	0	-	-	17588932489950081858630095905364138479519471863651433416111251516531619167423	delta	155180931861008804888413820454397546975	353891792193357807560809624717919366266	15->35	155->353	340220304208776629182676134312503307008	38949452528324159630944608354115547559	34->38	340->389
control	R28	0	-	-	1134416391480821004101305247970533532690516799656776848169269063660477183244	p	79759744863597447177585608383615275232854907144346904217899040918742148934895	79759744863597447177585608383615275232854907144346904217899040918742148934895	79->79	797->797	72808232705922347050116689831466143264953374851201493449203344299828689424314	70949830603864206278757372953919719114402666772440834817122250151513212197199	72->70	728->709
control	R28	0	-	-	1134416391480821004101305247970533532690516799656776848169269063660477183244	N	37848303109688340031771763424996979085198529937339628693360476409472361339769	107488518912486839509088555214594113983885310272033397403331632027535051252780	37->10	378->107	115480295476405503825544834157680323967343181548367253987036373773124865067453	93955315762716650114463386877874362866433079795976836908683156038019039395979	11->93	115->939
control	R28	0	-	-	1134416391480821004101305247970533532690516799656776848169269063660477183244	delta	140545793023802902880373816114295316147	150846326798935784643735555447812202094	14->15	140->150	279766055912360234746261296376164953332	26676727991476854962714412168624290675	27->26	279->266
control	R29	0	-	-	28654577219099744712346021919929287827784301978230108477055060913987238178786	p	23426263959025992583616694964347193078156090698619631305606833693473846654483	23426263959025992583616694964347193078156090698619631305606833693473846654483	23->23	234->234	109632258148758357744122875097867170339438081685882017654143950363456963864810	46209801477456476895574288757814409909951562217847089116633688062077380705324	10->46	109->462
control	R29	0	-	-	28654577219099744712346021919929287827784301978230108477055060913987238178786	N	78895701365425631584185139630898663433936865062502687220723436759406207221830	34986856336257490831011104923597344675599105115450247300183646466027565783606	78->34	788->349	105190447254421187901952065892760963126065727690570300503463051587423183378652	21602468576363618876380003613338775143405234534210870089671222744488378052133	10->21	105->216
control	R29	0	-	-	28654577219099744712346021919929287827784301978230108477055060913987238178786	delta	157439800119227588925807457668536578491	378219184208968145015630310740750118439	15->37	157->378	6571147636389712875227422262535556444	409313093597897590599194571607536849960	65->40	657->409
control	R30	0	-	-	81385949505499700374887156838471795815669612962086750623412677772189624128419	p	8301604991264036190167388666441181634974364257384259943731855720577043540903	8301604991264036190167388666441181634974364257384259943731855720577043540903	83->83	830->830	71110685756166704516837972824126795938668438529862586734535957951921956413193	92580919667479368970648410112662988310222845215882397212774184937720696583542	71->92	711->925
control	R30	0	-	-	81385949505499700374887156838471795815669612962086750623412677772189624128419	N	43556778417071906545828547363831112594304586560792421895552662281111812347032	59303987302156894881717866361031147197734719413472292481053933735397253482101	43->59	435->593	52734044479769769994189160146589037260572327954152343299400506330682013704631	19621624547495073237903584775512945141361350930621872604531949210717510882908	52->19	527->196
control	R30	0	-	-	81385949505499700374887156838471795815669612962086750623412677772189624128419	delta	359687649018822430027372767510730073961	90610496723545291929139763476625200252	35->90	359->906	352937327939641235536627692554182519036	12641799189769807878301127392656688821	35->12	352->126
control	R31	0	-	-	86973433661330150690585281678244417914625390204566578556426725000938758495391	p	80506467874549892981974758992754258498410864622283714892021257034794291315258	80506467874549892981974758992754258498410864622283714892021257034794291315258	80->80	805->805	45865819021088792527842928370518271785279808970045329575876433568524427589989	26746443934581430480548549676760651575317751095478404708539166087206647407251	45->26	458->267
control	R31	0	-	-	86973433661330150690585281678244417914625390204566578556426725000938758495391	N	4292534074355591336142836097945458676058723994547241850453088683020289167834	74496664020827877999300983059312651392379865673392025028715928256971864413159	42->74	429->744	87109371910457750747923497141081273650054647547964955623170399805076191714028	37418449636197980505226011585294683780810949553934502730718225068554697623931	87->37	871->374
control	R31	0	-	-	86973433661330150690585281678244417914625390204566578556426725000938758495391	delta	62831383063970881413989613761575287856	204605522808034463475875096556559310932	62->20	628->204	412380928577053286241435651525810192837	61403971759956464149962191056646018643	41->61	412->614
control	R32	0	-	-	86747107892019449548530497931547017198771779029780652645769713526897871949386	p	36501743364221936995678008281207643943642783501103589552164386563673974200578	36501743364221936995678008281207643943642783501103589552164386563673974200578	36->36	365->365	85994094413680846709590025047722513871609696975203271843747450220672419239173	103194917017139893975120768351021641116874108799426211978597489193600698409755	85->10	859->103
control	R32	0	-	-	86747107892019449548530497931547017198771779029780652645769713526897871949386	N	37017826492870486628509224789501094191462351168338614572349142203666631992658	53982419944427235882367165302020611466221819942373370332069182987574352006785	37->53	370->539	23285014244030731305036620461702739299707369619366574240708972263279803373287	12286078210882954508806311320632394237861224262952777178438668716351548328119	23->12	232->122
control	R32	0	-	-	86747107892019449548530497931547017198771779029780652645769713526897871949386	delta	205112066427459358561620984422972411909	419068935775593391362297854444915381050	20->41	205->419	393273032571312671619238995033371644318	278651549052637513606001351744190838709	39->27	393->278
