d,d_bits,gap_target,gap_observed,offset,offset_bits,o_probe,direction,source,ec_hit,in_gap_tier
30151516540051109418579719191765463579697,135,2,1,15970585754156045218547714908797654724336,134,5807485728784016443108259966835510808848,-,sample:g2:-:o=5807485728784016443108259966835510808848,False,False
30172867590524580067267617206349417663553,135,2,1,15991936804629515867235612923381608808192,134,5786134678310545794420361952251556724992,-,sample:g2:-:o=5786134678310545794420361952251556724992,False,False
30194218640998050715955515220933371747409,135,2,1,16013287855102986515923510937965562892048,134,5764783627837075145732463937667602641136,-,sample:g2:-:o=5764783627837075145732463937667602641136,False,False
30215569691471521364643413235517325831265,135,2,1,16034638905576457164611408952549516975904,134,5743432577363604497044565923083648557280,-,sample:g2:-:o=5743432577363604497044565923083648557280,False,False
30236920741944992013331311250101279915121,135,2,1,16055989956049927813299306967133471059760,134,5722081526890133848356667908499694473424,-,sample:g2:-:o=5722081526890133848356667908499694473424,False,False
30258271792418462662019209264685233998977,135,2,1,16077341006523398461987204981717425143616,134,5700730476416663199668769893915740389568,-,sample:g2:-:o=5700730476416663199668769893915740389568,False,False
30279622842891933310707107279269188082833,135,2,1,16098692056996869110675102996301379227472,134,5679379425943192550980871879331786305712,-,sample:g2:-:o=5679379425943192550980871879331786305712,False,False
30300973893365403959395005293853142166689,135,2,1,16120043107470339759363001010885333311328,134,5658028375469721902292973864747832221856,-,sample:g2:-:o=5658028375469721902292973864747832221856,False,False
30322324943838874608082903308437096250545,135,2,1,16141394157943810408050899025469287395184,134,5636677324996251253605075850163878138000,-,sample:g2:-:o=5636677324996251253605075850163878138000,False,False
30343675994312345256770801323021050334401,135,2,1,16162745208417281056738797040053241479040,134,5615326274522780604917177835579924054144,-,sample:g2:-:o=5615326274522780604917177835579924054144,False,False
30365027044785815905458699337605004418257,135,2,1,16184096258890751705426695054637195562896,134,5593975224049309956229279820995969970288,-,sample:g2:-:o=5593975224049309956229279820995969970288,False,False
30386378095259286554146597352188958502113,135,2,1,16205447309364222354114593069221149646752,134,5572624173575839307541381806412015886432,-,sample:g2:-:o=5572624173575839307541381806412015886432,False,False
30407729145732757202834495366772912585969,135,2,1,16226798359837693002802491083805103730608,134,5551273123102368658853483791828061802576,-,sample:g2:-:o=5551273123102368658853483791828061802576,False,False
30429080196206227851522393381356866669825,135,2,1,16248149410311163651490389098389057814464,134,5529922072628898010165585777244107718720,-,sample:g2:-:o=5529922072628898010165585777244107718720,False,False
30450431246679698500210291395940820753681,135,2,1,16269500460784634300178287112973011898320,134,5508571022155427361477687762660153634864,-,sample:g2:-:o=5508571022155427361477687762660153634864,False,False
30471782297153169148898189410524774837537,135,2,1,16290851511258104948866185127556965982176,134,5487219971681956712789789748076199551008,-,sample:g2:-:o=5487219971681956712789789748076199551008,False,False
30493133347626639797586087425108728921393,135,2,1,16312202561731575597554083142140920066032,134,5465868921208486064101891733492245467152,-,sample:g2:-:o=5465868921208486064101891733492245467152,False,False
30514484398100110446273985439692683005249,135,2,1,16333553612205046246241981156724874149888,134,5444517870735015415413993718908291383296,-,sample:g2:-:o=5444517870735015415413993718908291383296,False,False
21781904754450615132923697474855462708113,135,2,2,7600973968555550932891693191887653852752,133,7600973968555550932891693191887653852752,+,sample:g2:+:o=7600973968555550932891693191887653852752,False,True
21803255804924085781611595489439416791969,135,2,2,7622325019029021581579591206471607936608,133,7622325019029021581579591206471607936608,+,sample:g2:+:o=7622325019029021581579591206471607936608,False,True
21824606855397556430299493504023370875825,135,2,2,7643676069502492230267489221055562020464,133,7643676069502492230267489221055562020464,+,sample:g2:+:o=7643676069502492230267489221055562020464,False,True
21845957905871027078987391518607324959681,135,2,2,7665027119975962878955387235639516104320,133,7665027119975962878955387235639516104320,+,sample:g2:+:o=7665027119975962878955387235639516104320,False,True
21867308956344497727675289533191279043537,135,2,2,7686378170449433527643285250223470188176,133,7686378170449433527643285250223470188176,+,sample:g2:+:o=7686378170449433527643285250223470188176,False,True
21888660006817968376363187547775233127393,135,2,2,7707729220922904176331183264807424272032,133,7707729220922904176331183264807424272032,+,sample:g2:+:o=7707729220922904176331183264807424272032,False,True
21910011057291439025051085562359187211249,135,2,2,7729080271396374825019081279391378355888,133,7729080271396374825019081279391378355888,+,sample:g2:+:o=7729080271396374825019081279391378355888,False,True
21931362107764909673738983576943141295105,135,2,2,7750431321869845473706979293975332439744,133,7750431321869845473706979293975332439744,+,sample:g2:+:o=7750431321869845473706979293975332439744,False,True
21952713158238380322426881591527095378961,135,2,2,7771782372343316122394877308559286523600,133,7771782372343316122394877308559286523600,+,sample:g2:+:o=7771782372343316122394877308559286523600,False,True
21974064208711850971114779606111049462817,135,2,2,7793133422816786771082775323143240607456,133,7793133422816786771082775323143240607456,+,sample:g2:+:o=7793133422816786771082775323143240607456,False,True
21995415259185321619802677620695003546673,135,2,2,7814484473290257419770673337727194691312,133,7814484473290257419770673337727194691312,+,sample:g2:+:o=7814484473290257419770673337727194691312,False,True
22016766309658792268490575635278957630529,135,2,2,7835835523763728068458571352311148775168,133,7835835523763728068458571352311148775168,+,sample:g2:+:o=7835835523763728068458571352311148775168,False,True
22038117360132262917178473649862911714385,135,2,2,7857186574237198717146469366895102859024,133,7857186574237198717146469366895102859024,+,sample:g2:+:o=7857186574237198717146469366895102859024,False,True
22059468410605733565866371664446865798241,135,2,2,7878537624710669365834367381479056942880,133,7878537624710669365834367381479056942880,+,sample:g2:+:o=7878537624710669365834367381479056942880,False,True
22080819461079204214554269679030819882097,135,2,2,7899888675184140014522265396063011026736,133,7899888675184140014522265396063011026736,+,sample:g2:+:o=7899888675184140014522265396063011026736,False,True
22102170511552674863242167693614773965953,135,2,2,7921239725657610663210163410646965110592,133,7921239725657610663210163410646965110592,+,sample:g2:+:o=7921239725657610663210163410646965110592,False,True
22123521562026145511930065708198728049809,135,2,2,7942590776131081311898061425230919194448,133,7942590776131081311898061425230919194448,+,sample:g2:+:o=7942590776131081311898061425230919194448,False,True
22144872612499616160617963722782682133665,135,2,2,7963941826604551960585959439814873278304,133,7963941826604551960585959439814873278304,+,sample:g2:+:o=7963941826604551960585959439814873278304,False,True
22166223662973086809305861737366636217521,135,2,2,7985292877078022609273857454398827362160,133,7985292877078022609273857454398827362160,+,sample:g2:+:o=7985292877078022609273857454398827362160,False,True
22187574713446557457993759751950590301377,135,2,2,8006643927551493257961755468982781446016,133,8006643927551493257961755468982781446016,+,sample:g2:+:o=8006643927551493257961755468982781446016,False,True
22208925763920028106681657766534544385233,135,2,2,8027994978024963906649653483566735529872,133,8027994978024963906649653483566735529872,+,sample:g2:+:o=8027994978024963906649653483566735529872,False,True
22230276814393498755369555781118498469089,135,2,2,8049346028498434555337551498150689613728,133,8049346028498434555337551498150689613728,+,sample:g2:+:o=8049346028498434555337551498150689613728,False,True
22251627864866969404057453795702452552945,135,2,2,8070697078971905204025449512734643697584,133,8070697078971905204025449512734643697584,+,sample:g2:+:o=8070697078971905204025449512734643697584,False,True
22272978915340440052745351810286406636801,135,2,2,8092048129445375852713347527318597781440,133,8092048129445375852713347527318597781440,+,sample:g2:+:o=8092048129445375852713347527318597781440,False,True
22294329965813910701433249824870360720657,135,2,2,8113399179918846501401245541902551865296,133,8113399179918846501401245541902551865296,+,sample:g2:+:o=8113399179918846501401245541902551865296,False,True
22315681016287381350121147839454314804513,135,2,2,8134750230392317150089143556486505949152,133,8134750230392317150089143556486505949152,+,sample:g2:+:o=8134750230392317150089143556486505949152,False,True
22337032066760851998809045854038268888369,135,2,2,8156101280865787798777041571070460033008,133,8156101280865787798777041571070460033008,+,sample:g2:+:o=8156101280865787798777041571070460033008,False,True
22347707591997587323152994861330245930304,135,2,2,8166776806102523123120990578362437074943,133,8166776806102523123120990578362437074943,+,sample:g2:+:o=8166776806102523123120990578362437074943,False,True
22358383117234322647496943868622222972225,135,2,2,8177452331339258447464939585654414116864,133,8177452331339258447464939585654414116864,+,sample:g2:+:o=8177452331339258447464939585654414116864,False,True
22379734167707793296184841883206177056081,135,2,2,8198803381812729096152837600238368200720,133,8198803381812729096152837600238368200720,+,sample:g2:+:o=8198803381812729096152837600238368200720,False,True
22401085218181263944872739897790131139937,135,2,2,8220154432286199744840735614822322284576,133,8220154432286199744840735614822322284576,+,sample:g2:+:o=8220154432286199744840735614822322284576,False,True
22422436268654734593560637912374085223793,135,2,2,8241505482759670393528633629406276368432,133,8241505482759670393528633629406276368432,+,sample:g2:+:o=8241505482759670393528633629406276368432,False,True
22443787319128205242248535926958039307649,135,2,2,8262856533233141042216531643990230452288,133,8262856533233141042216531643990230452288,+,sample:g2:+:o=8262856533233141042216531643990230452288,False,True
22465138369601675890936433941541993391505,135,2,2,8284207583706611690904429658574184536144,133,8284207583706611690904429658574184536144,+,sample:g2:+:o=8284207583706611690904429658574184536144,False,True
22486489420075146539624331956125947475361,135,2,2,8305558634180082339592327673158138620000,133,8305558634180082339592327673158138620000,+,sample:g2:+:o=8305558634180082339592327673158138620000,False,True
22507840470548617188312229970709901559217,135,2,2,8326909684653552988280225687742092703856,133,8326909684653552988280225687742092703856,+,sample:g2:+:o=8326909684653552988280225687742092703856,False,True
22529191521022087837000127985293855643073,135,2,2,8348260735127023636968123702326046787712,133,8348260735127023636968123702326046787712,+,sample:g2:+:o=8348260735127023636968123702326046787712,False,True
22550542571495558485688025999877809726929,135,2,2,8369611785600494285656021716910000871568,133,8369611785600494285656021716910000871568,+,sample:g2:+:o=8369611785600494285656021716910000871568,False,True
22571893621969029134375924014461763810785,135,2,2,8390962836073964934343919731493954955424,133,8390962836073964934343919731493954955424,+,sample:g2:+:o=8390962836073964934343919731493954955424,False,True
22593244672442499783063822029045717894641,135,2,2,8412313886547435583031817746077909039280,133,8412313886547435583031817746077909039280,+,sample:g2:+:o=8412313886547435583031817746077909039280,False,True
22614595722915970431751720043629671978497,135,2,2,8433664937020906231719715760661863123136,133,8433664937020906231719715760661863123136,+,sample:g2:+:o=8433664937020906231719715760661863123136,False,True
22635946773389441080439618058213626062353,135,2,2,8455015987494376880407613775245817206992,133,8455015987494376880407613775245817206992,+,sample:g2:+:o=8455015987494376880407613775245817206992,False,True
22657297823862911729127516072797580146209,135,2,2,8476367037967847529095511789829771290848,133,8476367037967847529095511789829771290848,+,sample:g2:+:o=8476367037967847529095511789829771290848,False,True
22678648874336382377815414087381534230065,135,2,2,8497718088441318177783409804413725374704,133,8497718088441318177783409804413725374704,+,sample:g2:+:o=8497718088441318177783409804413725374704,False,True
22699999924809853026503312101965488313921,135,2,2,8519069138914788826471307818997679458560,133,8519069138914788826471307818997679458560,+,sample:g2:+:o=8519069138914788826471307818997679458560,False,True
22721350975283323675191210116549442397777,135,2,2,8540420189388259475159205833581633542416,133,8540420189388259475159205833581633542416,+,sample:g2:+:o=8540420189388259475159205833581633542416,False,True
22742702025756794323879108131133396481633,135,2,2,8561771239861730123847103848165587626272,133,8561771239861730123847103848165587626272,+,sample:g2:+:o=8561771239861730123847103848165587626272,False,True
22764053076230264972567006145717350565489,135,2,2,8583122290335200772535001862749541710128,133,8583122290335200772535001862749541710128,+,sample:g2:+:o=8583122290335200772535001862749541710128,False,True
22785404126703735621254904160301304649345,135,2,2,8604473340808671421222899877333495793984,133,8604473340808671421222899877333495793984,+,sample:g2:+:o=8604473340808671421222899877333495793984,False,True
22806755177177206269942802174885258733201,135,2,2,8625824391282142069910797891917449877840,133,8625824391282142069910797891917449877840,+,sample:g2:+:o=8625824391282142069910797891917449877840,False,True
22828106227650676918630700189469212817057,135,2,2,8647175441755612718598695906501403961696,133,8647175441755612718598695906501403961696,+,sample:g2:+:o=8647175441755612718598695906501403961696,False,True
22849457278124147567318598204053166900913,135,2,2,8668526492229083367286593921085358045552,133,8668526492229083367286593921085358045552,+,sample:g2:+:o=8668526492229083367286593921085358045552,False,True
22870808328597618216006496218637120984769,135,2,2,8689877542702554015974491935669312129408,133,8689877542702554015974491935669312129408,+,sample:g2:+:o=8689877542702554015974491935669312129408,False,True
22892159379071088864694394233221075068625,135,2,2,8711228593176024664662389950253266213264,133,8711228593176024664662389950253266213264,+,sample:g2:+:o=8711228593176024664662389950253266213264,False,True
22913510429544559513382292247805029152481,135,2,2,8732579643649495313350287964837220297120,133,8732579643649495313350287964837220297120,+,sample:g2:+:o=8732579643649495313350287964837220297120,False,True
22934861480018030162070190262388983236337,135,2,2,8753930694122965962038185979421174380976,133,8753930694122965962038185979421174380976,+,sample:g2:+:o=8753930694122965962038185979421174380976,False,True
22956212530491500810758088276972937320193,135,2,2,8775281744596436610726083994005128464832,133,8775281744596436610726083994005128464832,+,sample:g2:+:o=8775281744596436610726083994005128464832,False,True
22977563580964971459445986291556891404049,135,2,2,8796632795069907259413982008589082548688,133,8796632795069907259413982008589082548688,+,sample:g2:+:o=8796632795069907259413982008589082548688,False,True
22998914631438442108133884306140845487905,135,2,2,8817983845543377908101880023173036632544,133,8817983845543377908101880023173036632544,+,sample:g2:+:o=8817983845543377908101880023173036632544,False,True
23020265681911912756821782320724799571761,135,2,2,8839334896016848556789778037756990716400,133,8839334896016848556789778037756990716400,+,sample:g2:+:o=8839334896016848556789778037756990716400,False,True
23041616732385383405509680335308753655617,135,2,2,8860685946490319205477676052340944800256,133,8860685946490319205477676052340944800256,+,sample:g2:+:o=8860685946490319205477676052340944800256,False,True
23062967782858854054197578349892707739473,135,2,2,8882036996963789854165574066924898884112,133,8882036996963789854165574066924898884112,+,sample:g2:+:o=8882036996963789854165574066924898884112,False,True
23084318833332324702885476364476661823329,135,2,2,8903388047437260502853472081508852967968,133,8903388047437260502853472081508852967968,+,sample:g2:+:o=8903388047437260502853472081508852967968,False,True
23105669883805795351573374379060615907185,135,2,2,8924739097910731151541370096092807051824,133,8924739097910731151541370096092807051824,+,sample:g2:+:o=8924739097910731151541370096092807051824,False,True
23127020934279266000261272393644569991041,135,2,2,8946090148384201800229268110676761135680,133,8946090148384201800229268110676761135680,+,sample:g2:+:o=8946090148384201800229268110676761135680,False,True
23148371984752736648949170408228524074897,135,2,2,8967441198857672448917166125260715219536,133,8967441198857672448917166125260715219536,+,sample:g2:+:o=8967441198857672448917166125260715219536,False,True
23169723035226207297637068422812478158753,135,2,2,8988792249331143097605064139844669303392,133,8988792249331143097605064139844669303392,+,sample:g2:+:o=8988792249331143097605064139844669303392,False,True
23191074085699677946324966437396432242609,135,2,2,9010143299804613746292962154428623387248,133,9010143299804613746292962154428623387248,+,sample:g2:+:o=9010143299804613746292962154428623387248,False,True
23212425136173148595012864451980386326465,135,2,2,9031494350278084394980860169012577471104,133,9031494350278084394980860169012577471104,+,sample:g2:+:o=9031494350278084394980860169012577471104,False,True
23233776186646619243700762466564340410321,135,2,2,9052845400751555043668758183596531554960,133,9052845400751555043668758183596531554960,+,sample:g2:+:o=9052845400751555043668758183596531554960,False,True
23255127237120089892388660481148294494177,135,2,2,9074196451225025692356656198180485638816,133,9074196451225025692356656198180485638816,+,sample:g2:+:o=9074196451225025692356656198180485638816,False,True
23276478287593560541076558495732248578033,135,2,2,9095547501698496341044554212764439722672,133,9095547501698496341044554212764439722672,+,sample:g2:+:o=9095547501698496341044554212764439722672,False,True
23297829338067031189764456510316202661889,135,2,2,9116898552171966989732452227348393806528,133,9116898552171966989732452227348393806528,+,sample:g2:+:o=9116898552171966989732452227348393806528,False,True
23319180388540501838452354524900156745745,135,2,2,9138249602645437638420350241932347890384,133,9138249602645437638420350241932347890384,+,sample:g2:+:o=9138249602645437638420350241932347890384,False,True
23340531439013972487140252539484110829601,135,2,2,9159600653118908287108248256516301974240,133,9159600653118908287108248256516301974240,+,sample:g2:+:o=9159600653118908287108248256516301974240,False,True
23361882489487443135828150554068064913457,135,2,2,9180951703592378935796146271100256058096,133,9180951703592378935796146271100256058096,+,sample:g2:+:o=9180951703592378935796146271100256058096,False,True
23383233539960913784516048568652018997313,135,2,2,9202302754065849584484044285684210141952,133,9202302754065849584484044285684210141952,+,sample:g2:+:o=9202302754065849584484044285684210141952,False,True
23404584590434384433203946583235973081169,135,2,2,9223653804539320233171942300268164225808,133,9223653804539320233171942300268164225808,+,sample:g2:+:o=9223653804539320233171942300268164225808,False,True
23425935640907855081891844597819927165025,135,2,2,9245004855012790881859840314852118309664,133,9245004855012790881859840314852118309664,+,sample:g2:+:o=9245004855012790881859840314852118309664,False,True
23447286691381325730579742612403881248881,135,2,2,9266355905486261530547738329436072393520,133,9266355905486261530547738329436072393520,+,sample:g2:+:o=9266355905486261530547738329436072393520,False,True
23468637741854796379267640626987835332737,135,2,2,9287706955959732179235636344020026477376,133,9287706955959732179235636344020026477376,+,sample:g2:+:o=9287706955959732179235636344020026477376,False,True
23489988792328267027955538641571789416593,135,2,2,9309058006433202827923534358603980561232,133,9309058006433202827923534358603980561232,+,sample:g2:+:o=9309058006433202827923534358603980561232,False,True
23511339842801737676643436656155743500449,135,2,2,9330409056906673476611432373187934645088,133,9330409056906673476611432373187934645088,+,sample:g2:+:o=9330409056906673476611432373187934645088,False,True
23532690893275208325331334670739697584305,135,2,2,9351760107380144125299330387771888728944,133,9351760107380144125299330387771888728944,+,sample:g2:+:o=9351760107380144125299330387771888728944,False,True
23554041943748678974019232685323651668161,135,2,2,9373111157853614773987228402355842812800,133,9373111157853614773987228402355842812800,+,sample:g2:+:o=9373111157853614773987228402355842812800,False,True
23575392994222149622707130699907605752017,135,2,2,9394462208327085422675126416939796896656,133,9394462208327085422675126416939796896656,+,sample:g2:+:o=9394462208327085422675126416939796896656,False,True
23596744044695620271395028714491559835873,135,2,2,9415813258800556071363024431523750980512,133,9415813258800556071363024431523750980512,+,sample:g2:+:o=9415813258800556071363024431523750980512,False,True
23618095095169090920082926729075513919729,135,2,2,9437164309274026720050922446107705064368,133,9437164309274026720050922446107705064368,+,sample:g2:+:o=9437164309274026720050922446107705064368,False,True
23639446145642561568770824743659468003585,135,2,2,9458515359747497368738820460691659148224,133,9458515359747497368738820460691659148224,+,sample:g2:+:o=9458515359747497368738820460691659148224,False,True
23660797196116032217458722758243422087441,135,2,2,9479866410220968017426718475275613232080,133,9479866410220968017426718475275613232080,+,sample:g2:+:o=9479866410220968017426718475275613232080,False,True
23682148246589502866146620772827376171297,135,2,2,9501217460694438666114616489859567315936,133,9501217460694438666114616489859567315936,+,sample:g2:+:o=9501217460694438666114616489859567315936,False,True
23703499297062973514834518787411330255153,135,2,2,9522568511167909314802514504443521399792,133,9522568511167909314802514504443521399792,+,sample:g2:+:o=9522568511167909314802514504443521399792,False,True
23724850347536444163522416801995284339009,135,2,2,9543919561641379963490412519027475483648,133,9543919561641379963490412519027475483648,+,sample:g2:+:o=9543919561641379963490412519027475483648,False,True
23746201398009914812210314816579238422865,135,2,2,9565270612114850612178310533611429567504,133,9565270612114850612178310533611429567504,+,sample:g2:+:o=9565270612114850612178310533611429567504,False,True
23767552448483385460898212831163192506721,135,2,2,9586621662588321260866208548195383651360,133,9586621662588321260866208548195383651360,+,sample:g2:+:o=9586621662588321260866208548195383651360,False,True
23788903498956856109586110845747146590577,135,2,2,9607972713061791909554106562779337735216,133,9607972713061791909554106562779337735216,+,sample:g2:+:o=9607972713061791909554106562779337735216,False,True
23810254549430326758274008860331100674433,135,2,2,9629323763535262558242004577363291819072,133,9629323763535262558242004577363291819072,+,sample:g2:+:o=9629323763535262558242004577363291819072,False,True
23831605599903797406961906874915054758289,135,2,2,9650674814008733206929902591947245902928,133,9650674814008733206929902591947245902928,+,sample:g2:+:o=9650674814008733206929902591947245902928,False,True
23852956650377268055649804889499008842145,135,2,2,9672025864482203855617800606531199986784,133,9672025864482203855617800606531199986784,+,sample:g2:+:o=9672025864482203855617800606531199986784,False,True
23874307700850738704337702904082962926001,135,2,2,9693376914955674504305698621115154070640,133,9693376914955674504305698621115154070640,+,sample:g2:+:o=9693376914955674504305698621115154070640,False,True
23895658751324209353025600918666917009857,135,2,2,9714727965429145152993596635699108154496,133,9714727965429145152993596635699108154496,+,sample:g2:+:o=9714727965429145152993596635699108154496,False,True
23917009801797680001713498933250871093713,135,2,2,9736079015902615801681494650283062238352,133,9736079015902615801681494650283062238352,+,sample:g2:+:o=9736079015902615801681494650283062238352,False,True
23938360852271150650401396947834825177569,135,2,2,9757430066376086450369392664867016322208,133,9757430066376086450369392664867016322208,+,sample:g2:+:o=9757430066376086450369392664867016322208,False,True
23958073621660738241063257910283296043568,135,2,2,9777142835765674041031253627315487188207,133,9777142835765674041031253627315487188207,+,bridge:L3-L1 mod LO,False,True
23959711902744621299089294962418779261425,135,2,2,9778781116849557099057290679450970406064,133,9778781116849557099057290679450970406064,+,sample:g2:+:o=9778781116849557099057290679450970406064,False,True
23981062953218091947777192977002733345281,135,2,2,9800132167323027747745188694034924489920,133,9800132167323027747745188694034924489920,+,sample:g2:+:o=9800132167323027747745188694034924489920,False,True
24002414003691562596465090991586687429137,135,2,2,9821483217796498396433086708618878573776,133,9821483217796498396433086708618878573776,+,sample:g2:+:o=9821483217796498396433086708618878573776,False,True
24023765054165033245152989006170641512993,135,2,2,9842834268269969045120984723202832657632,133,9842834268269969045120984723202832657632,+,sample:g2:+:o=9842834268269969045120984723202832657632,False,True
24045116104638503893840887020754595596849,135,2,2,9864185318743439693808882737786786741488,133,9864185318743439693808882737786786741488,+,sample:g2:+:o=9864185318743439693808882737786786741488,False,True
24066467155111974542528785035338549680705,135,2,2,9885536369216910342496780752370740825344,133,9885536369216910342496780752370740825344,+,sample:g2:+:o=9885536369216910342496780752370740825344,False,True
24087818205585445191216683049922503764561,135,2,2,9906887419690380991184678766954694909200,133,9906887419690380991184678766954694909200,+,sample:g2:+:o=9906887419690380991184678766954694909200,False,True
24109169256058915839904581064506457848417,135,2,2,9928238470163851639872576781538648993056,133,9928238470163851639872576781538648993056,+,sample:g2:+:o=9928238470163851639872576781538648993056,False,True
24130520306532386488592479079090411932273,135,2,2,9949589520637322288560474796122603076912,133,9949589520637322288560474796122603076912,+,sample:g2:+:o=9949589520637322288560474796122603076912,False,True
24151871357005857137280377093674366016129,135,2,2,9970940571110792937248372810706557160768,133,9970940571110792937248372810706557160768,+,sample:g2:+:o=9970940571110792937248372810706557160768,False,True
24173222407479327785968275108258320099985,135,2,2,9992291621584263585936270825290511244624,133,9992291621584263585936270825290511244624,+,sample:g2:+:o=9992291621584263585936270825290511244624,False,True
24194573457952798434656173122842274183841,135,2,2,10013642672057734234624168839874465328480,133,10013642672057734234624168839874465328480,+,sample:g2:+:o=10013642672057734234624168839874465328480,False,True
24215924508426269083344071137426228267697,135,2,2,10034993722531204883312066854458419412336,133,10034993722531204883312066854458419412336,+,sample:g2:+:o=10034993722531204883312066854458419412336,False,True
24237275558899739732031969152010182351553,135,2,2,10056344773004675531999964869042373496192,133,10056344773004675531999964869042373496192,+,sample:g2:+:o=10056344773004675531999964869042373496192,False,True
24258626609373210380719867166594136435409,135,2,2,10077695823478146180687862883626327580048,133,10077695823478146180687862883626327580048,+,sample:g2:+:o=10077695823478146180687862883626327580048,False,True
24279977659846681029407765181178090519265,135,2,2,10099046873951616829375760898210281663904,133,10099046873951616829375760898210281663904,+,sample:g2:+:o=10099046873951616829375760898210281663904,False,True
24301328710320151678095663195762044603121,135,2,2,10120397924425087478063658912794235747760,133,10120397924425087478063658912794235747760,+,sample:g2:+:o=10120397924425087478063658912794235747760,False,True
24322679760793622326783561210345998686977,135,2,2,10141748974898558126751556927378189831616,133,10141748974898558126751556927378189831616,+,sample:g2:+:o=10141748974898558126751556927378189831616,False,True
24344030811267092975471459224929952770833,135,2,2,10163100025372028775439454941962143915472,133,10163100025372028775439454941962143915472,+,sample:g2:+:o=10163100025372028775439454941962143915472,False,True
24365381861740563624159357239513906854689,135,2,2,10184451075845499424127352956546097999328,133,10184451075845499424127352956546097999328,+,sample:g2:+:o=10184451075845499424127352956546097999328,False,True
24386732912214034272847255254097860938545,135,2,2,10205802126318970072815250971130052083184,133,10205802126318970072815250971130052083184,+,sample:g2:+:o=10205802126318970072815250971130052083184,False,True
24408083962687504921535153268681815022401,135,2,2,10227153176792440721503148985714006167040,133,10227153176792440721503148985714006167040,+,sample:g2:+:o=10227153176792440721503148985714006167040,False,True
24429435013160975570223051283265769106257,135,2,2,10248504227265911370191047000297960250896,133,10248504227265911370191047000297960250896,+,sample:g2:+:o=10248504227265911370191047000297960250896,False,True
24450786063634446218910949297849723190113,135,2,2,10269855277739382018878945014881914334752,133,10269855277739382018878945014881914334752,+,sample:g2:+:o=10269855277739382018878945014881914334752,False,True
24472137114107916867598847312433677273969,135,2,2,10291206328212852667566843029465868418608,133,10291206328212852667566843029465868418608,+,sample:g2:+:o=10291206328212852667566843029465868418608,False,True
24493488164581387516286745327017631357825,135,2,2,10312557378686323316254741044049822502464,133,10312557378686323316254741044049822502464,+,sample:g2:+:o=10312557378686323316254741044049822502464,False,True
24514839215054858164974643341601585441681,135,2,2,10333908429159793964942639058633776586320,133,10333908429159793964942639058633776586320,+,sample:g2:+:o=10333908429159793964942639058633776586320,False,True
24536190265528328813662541356185539525537,135,2,2,10355259479633264613630537073217730670176,133,10355259479633264613630537073217730670176,+,sample:g2:+:o=10355259479633264613630537073217730670176,False,True
24557541316001799462350439370769493609393,135,2,2,10376610530106735262318435087801684754032,133,10376610530106735262318435087801684754032,+,sample:g2:+:o=10376610530106735262318435087801684754032,False,True
24578892366475270111038337385353447693249,135,2,2,10397961580580205911006333102385638837888,133,10397961580580205911006333102385638837888,+,sample:g2:+:o=10397961580580205911006333102385638837888,False,True
24600243416948740759726235399937401777105,135,2,2,10419312631053676559694231116969592921744,133,10419312631053676559694231116969592921744,+,sample:g2:+:o=10419312631053676559694231116969592921744,False,True
24621594467422211408414133414521355860961,135,2,2,10440663681527147208382129131553547005600,133,10440663681527147208382129131553547005600,+,sample:g2:+:o=10440663681527147208382129131553547005600,False,True
24642945517895682057102031429105309944817,135,2,2,10462014732000617857070027146137501089456,133,10462014732000617857070027146137501089456,+,sample:g2:+:o=10462014732000617857070027146137501089456,False,True
24664296568369152705789929443689264028673,135,2,2,10483365782474088505757925160721455173312,133,10483365782474088505757925160721455173312,+,sample:g2:+:o=10483365782474088505757925160721455173312,False,True
24685647618842623354477827458273218112529,135,2,2,10504716832947559154445823175305409257168,133,10504716832947559154445823175305409257168,+,sample:g2:+:o=10504716832947559154445823175305409257168,False,True
24706998669316094003165725472857172196385,135,2,2,10526067883421029803133721189889363341024,133,10526067883421029803133721189889363341024,+,sample:g2:+:o=10526067883421029803133721189889363341024,False,True
24728349719789564651853623487441126280241,135,2,2,10547418933894500451821619204473317424880,133,10547418933894500451821619204473317424880,+,sample:g2:+:o=10547418933894500451821619204473317424880,False,True
24749700770263035300541521502025080364097,135,2,2,10568769984367971100509517219057271508736,133,10568769984367971100509517219057271508736,+,sample:g2:+:o=10568769984367971100509517219057271508736,False,True
24771051820736505949229419516609034447953,135,2,2,10590121034841441749197415233641225592592,133,10590121034841441749197415233641225592592,+,sample:g2:+:o=10590121034841441749197415233641225592592,False,True
24792402871209976597917317531192988531809,135,2,2,10611472085314912397885313248225179676448,133,10611472085314912397885313248225179676448,+,sample:g2:+:o=10611472085314912397885313248225179676448,False,True
24813753921683447246605215545776942615665,135,2,2,10632823135788383046573211262809133760304,133,10632823135788383046573211262809133760304,+,sample:g2:+:o=10632823135788383046573211262809133760304,False,True
24835104972156917895293113560360896699521,135,2,2,10654174186261853695261109277393087844160,133,10654174186261853695261109277393087844160,+,sample:g2:+:o=10654174186261853695261109277393087844160,False,True
24856456022630388543981011574944850783377,135,2,2,10675525236735324343949007291977041928016,133,10675525236735324343949007291977041928016,+,sample:g2:+:o=10675525236735324343949007291977041928016,False,True
24877807073103859192668909589528804867233,135,2,2,10696876287208794992636905306560996011872,133,10696876287208794992636905306560996011872,+,sample:g2:+:o=10696876287208794992636905306560996011872,False,True
