puzzle_n,SORT=y2_mod_p,n,d,log2d,Px,Py,Pmy,neg_y,x3_plus_7_mod_p,y2_full,x3plus7_full,p_carry,rmd160,address_payload,address_payload_div_2_32,checksum4,address_base58_lex,rmd160_sq_mod_p,rmd160_cubed_plus_7_mod_p,address_payload_sq_mod_p,address_payload_cubed_plus_7_mod_p,r,s,z,Ry,sha256_pubkey,sha256_vh,sha256_chk
8,11266534501875276596310535973797634902233161900624011692289979135733900695590,8,224,7.807354922057604,3951620832557057103848397037937330228967155552456836977045923180329637950740,95473263819178136898129622939316779429655166328021079992747693728567241822551,20318825418138058525441362069371128423614818337619484046709890279341592849112,20318825418138058525441362069371128423614818337619484046709890279341592849112,11266534501875276596310535973797634902233161900624011692289979135733900695590,9115144104286389086903087369843245463862455962823259207242975433478656497483324499300550213969612368527405550078887873695357665289467106605506980172147601,61705773255285946138695169931418858248633031722808632801328806486341905978868319678454715310234941596876494862475233322224059673559638650617865439584180362639435382488821475649240852461401154809670611383366943668453774665224007,532901458655088254215693546185659114536359716194644217920152136694156177211216588751894991634496705386270657838804399313498087296675690842370255109162,1261138775692712149696202787394399959843747338005,5416549797317678428487047307242988881072608086820101138992,1261138775692712149696202787394399959843747338005,1568254512,1M92tSqNmQLYw33fuBvjmeadirh1ysMBxK,28929628015791910892628844316481623756865795461297507469754005049151171272278,100972652804431746429067242103674514145541119792957793718968925401411700878974,76074605141126227103144463959870196365791294983798905309354266324538871758732,22947237893887296037959047730040463281526512393770898595142468212440110691142,38895803766067221216613484013357219244055087268683834403424601042021539839703,6966696036697703611872434978165500549292929354066344742107571568131922606386,79349338114596038267972704351471130662181424323959428600143702279256865464674,41321691950661909799356434915990307666007009731900539437882899747995083274757,38671420042356712106451885213503437566656961304508977498849610449206622179728,37953086864275175805575080220068436907413852110916149025064224745219785205231,42280058006053844382178490739029324892053657630776936627715527655996816582737
95,11830131194022787566675423900801510445957848208410786485526396972950700304890,95,25525831956644113617013748212,94.36594464009083,68063097042254603112450010924849517033325884137594647726407681444771642515525,71312491678750984954701657627055428744583136893281915291066395899455670806806,44479597558565210468869327381632479108686847772358648748391188108453163864857,44479597558565210468869327381632479108686847772358648748391188108453163864857,11830131194022787566675423900801510445957848208410786485526396972950700304890,5085471469431928472349494311406579230743662138610609861353887312997797230629296581786524780087391276806091537713988220957182364088031515261363230975921636,315308094593655338216784076044618694034656863634787629429759128943134267297974043483883090880422885372987436608610244311115121391148844619351313116208945606838735463816944423019104275244686964969521517485354487130665445009110328132,2723053851696470889290862586260700420143734475108704244402179099493977679660149029945780255899109801445024585493653124429572795842715510120359662698514592,541465061473978956208018762469779110556238966152,2325574730957369171905656757762093468183014728385719561785,541465061473978956208018762469779110556238966152,2028596793,19eVSDuizydXxhohGh8Ki9WY9KsHdSwoQC,81363104558092181095959131270391246426353385216448177321888581483365697478605,62480572861276175016854879208249744666983409516130113856926717734258942395656,13637920474320655582775693537688155425023258263452946386306863907969936346153,87122703210233233744252705554602567970864980243061456568176506919122000840328,100960500975834004428498883887629699249159171507568549653152075102705685907850,25852664936062751983834039173915388728252212205358926745596855953611289011918,48970101196989469452438766087611446681388051700441341957250350979010783935375,32871844791829624438212172311234890309154550474447532410430473366335793122451,33394347843760816238661077339810418277851093654224830629887550194392048286636,45102763585163515355496563024120057681651337211558981413140976075791074547457,54690861354101343232771526978535814617651503368185548150904761660487382330384
65,13930276509101361575513736695876875072132244385166388678603133333676240307117,65,30568377312064202855,64.72867377327343,21769406468394979245979020739332080729679479243955596515614749275274212371227,102907830890434238525231690377346540046672568029169549965500018466490455252476,12884258346881956898339294631341367806597416636471014073957565541418379419187,12884258346881956898339294631341367806597416636471014073957565541418379419187,13930276509101361575513736695876875072132244385166388678603133333676240307117,10590021658574211281541120145938431453499671666253997306289298373755239565339387588669671994802507970920155182832968600568222210448889930798313296904130576,10316675373542755017097369732926569725751404719908589492269170803350837973453073095405792029547112227377504515485170340721693216205851827689092648115083828942739304992067428833489382535306841342389378818860174135454385236328474090,89096547454107174367611639028241070744253889820001311604168408437340306972220251109573061198729703181146220003075186160084587155087568584770762239012678,473297396586642889676789498927544571546534609207,2032796839621573241592746908170031008374698288680374308423,473297396586642889676789498927544571546534609207,4168814151,18ZMbwUFLMHoZBbfpCjUJQTCMCbktshgpe,28909468192517414136889091476697302110857336422207298305603820533484863636596,106649045249385674348749156685189905565122763086079907039155403733453281186848,91568165812375343332011380194626052430505460768764384173867531995335553924040,2323614053252793799929088623943485272057656207489889127500167099892438683610,38571837537771275682405400478659065359665908806948704067279387640681528733962,28306015920135846449753334641126361578806400603471472874229623318111830665613,23325967632205530350723452915435468434319767295147191670839623052017076896418,90882479034267150478570972787814083740082754284893287705686534657262292504770,50322179416446718779028128141323726078606698790560872718109680279156530985470,113631305632628548752782934905937665593102832351273568473201842116730010267628,112391007179113033758561552457337594903670029298488290919853285293346254871974
51,15526662703128387466911205858440921328595966783670321975686827039866153270904,51,2058769515153876,50.87070374868758,63515334313235940978997497997309110945131154723579807607384497547958713837455,58372837009371438499600708449369979083506963697147052846447906363256905894908,57419252227944756923970276559317928769763020968493511193009677644651928776755,57419252227944756923970276559317928769763020968493511193009677644651928776755,15526662703128387466911205858440921328595966783670321975686827039866153270904,3407388100522643904073257298350991461049484439714112837448226573095152880534201360682648012709018425623516235892372802101998823955445005638046480340328464,256233415151634037897238260529637943032340541455998583944852802147009741316450524508629589191180575637462706605086912334607551437587745341639276816937034693698762354598467866956415016741189945564430151998562142660050358856093971382,2212874962697002303861269039030939243679287209122986156230855438060305377929380020060745755515880030547063025700639753653370891981006525679916005553987386,1366681117329306577623591532425577331157813615591,5869850702990110613251011029830378191241771293828261209967,1366681117329306577623591532425577331157813615591,1400498031,1NpnQyZ7x24ud82b7WiRNvPm6N8bqGQnaS,90885032899439125154476738658921824896983526865667024995961633600951603639446,69138837752993008968243251565789634757406452141274646309778762415899518909918,68189241674784011273105858873706280006656683525696171138592267634358374984028,20393244613415915963931556690082008166013511716167463648801710685162118458995,109932121561688055794798063166222353923878385468511432129153093871112285021395,24252762266961680347710323389709810666787157563036836450476171332161265770127,61364306214979073504110505951623539396494658578651004561039837499023737494101,65708614355571555707334482831492112954085265904666893936146191098486718654128,30613667537644554459134959835057132724567306068552503875836725895092566666898,1485970029267747183517523240332908135547286170487578663273709337332138351726,37757352242685743179454469069186193630354558003411244634863066086231165553115
80,16994470569327836424063596090305842523112791429213443860291284300753048434130,80,1105520030589234487939456,79.8709994424508,57023615344285030823290121311389598839835447585845466159247235392572779796956,44489989660955945872089157326859328201485774189878427594519890127683524442731,71302099576360249551481827681828579651784210475762136444937693880225310228932,71302099576360249551481827681828579651784210475762136444937693880225310228932,16994470569327836424063596090305842523112791429213443860291284300753048434130,1979359180031966959530446416650533803458444388756311961967514189637104051059245051615562834850700834889138257087801725024517557586573253297484724098738361,185423274137963161358839627063436869163342460986508849577856338767791455725306981984641347061726169926484311699885199048211275759111318954411523833498323215919377139546835671994002219337389672302926159404324684506836377598472890823,1601346649492934417539472614941281800082597883203043625300795052861859742020510150393400422425893893628449139514201180585085067314182596880613421916513874,638819083263296274033048035452588456376781467563,2743707070676558454130595335465915978685399056923885881511,638819083263296274033048035452588456376781467563,1916061863,1BCf6rHUW6m3iH2ptsvnjgLruAiPQQepLe,88175162145675031830274472908319928447597286771741370449319098881212885153014,30439647624145986582181941084689462596747769612938684263950223797992090106322,81786096228303841747805182174146180166187225414603146833004303268870272859049,106412089326878772780800408196883408898443543770040530664377520978013033800418,59295000679112419172728511487808668839398308086881521187970922295287890353472,19216273682850637628769399740789553956511070913142748993234289833204696593108,30171167288004337347650530360943189648004420567973441948383820162852921752025,33985188998413771084808383809956208314546486373515578811126150200158456978974,63839233154519288008380501889800806325459876349529673951150774936567770171889,41848622705592196733414110129514129085188719012965752883564832138067407300889,51656925649557899047805068496981974938779874246724124988140525372036868075087
150,17190383666562119253237287024980158202009768434084586557410689480216345730354,150,,,8806017346776867877012283004761366835309521271076888190363318858957589908553,112690780870766937827387219360730856764309477352700964252346263824826336784567,3101308366549257596183765647957051088960507312939599787111320183082497887096,3101308366549257596183765647957051088960507312939599787111320183082497887096,17190383666562119253237287024980158202009768434084586557410689480216345730354,12699212093263211602194602236868562353627645542105564467208074105237255457475183629009846513312369575877194255288319982277739548644322899689944528569377489,682870906124483772071893979929677514198197740620224738064286425363093655391657952097785756852735641225231668831866345627838308065700590240680609953870513151850084034760171221898145981091165400956490905084370207221207150471828384,5897388246661117154891243508567788648901648479164413112144641923185050596686277104659028366958945185941128645850767548974689663096225898138635357965665,1281942764983261244214484649062667597825970945828,5505902250946921031325480777218194387181425911777629640160,1281942764983261244214484649062667597825970945828,181999072,1MUJSJYtGPVGkBCTqGspnxyHahpt5Te8jy,42906454199945248827366887147042147274995053134855033709665629493508192558721,67819733109901899861333787605523133724874287306182177723373629569011178544226,90069343139442456215352872974995024488625181474258281727420428382248973925362,57009759650146503589377506628431422110848824641409902361783834286298056250401,112831624731036659275902295295238031577496130171644295272765523368339123914479,20679203332542464940179896605421685317750056829683054009942706814083993283616,79684679452092668072049377124865747554294897012777364550333036017487573390657,,78608686593733931552089707529170126798465945745325661034841765912932162956316,32118295891596936028583747643535643157051242983413203156207654088974900571746,4906685278229784104175773805535351215337171542784454646974011011775523384430
49,20137207847022029487425557974532819882093895857329122507709860186654169466499,49,409118905032525,48.53951353288566,40307801063138778132376559836123589321449883390877564180282544683931835372676,84487168443727713049778009853790282775917750548090902002744386003675529530292,31304920793588482373792975154897625077352234117549662036713198004233305141371,31304920793588482373792975154897625077352234117549662036713198004233305141371,20137207847022029487425557974532819882093895857329122507709860186654169466499,7138081631638819874279057490831804058018442070043888576394752228935380817819970534298143303742721169979435651482375211707927350352549398752048530145605264,65488843243935179511607337737529657648449195584122666295372343283803806926025116755876266084357134618390560603386228112344399446181110267399678733974597879879449370148306069989328630029154573378336030048617448807539749413926131783,565572688732782261023582525809337629780263965625094132039434870176843263354077802414422663683042594748603747508899686600845050578493291849847223663192313,75272264897479209870015558571483750752661274099,323291916030521999231637235075695187678095557221168043960,75272264897479209870015558571483750752661274099,271177656,12CiUhYVTTH33w3SPUBqcpMoqnApAV4WCF,13685677287280202440348385205061517203663295439763501323121306130884151996581,58888914286241855128287104815987605989717134494938649390043568782015323777201,87355477119338263679374542227643391355057099802118994532669042999584838725777,65647221367008874439221028564490337725621814341501484633741053553780278385489,49982720809199236865198691260973150495162161961086134610375310742962621767961,39237704011827048236383940861733169653425454227497735090252058593547179705885,13065715013180304389443010150262430197536523554182699675374835424703901509025,2898793040147029548497272214917309622791530823516919477641016563351633377383,49185021544072263827644480880646124186293501571300769947939955306947374050892,66986276026175109913773935323708065359292670252265226393554938493356237696829,7310935158161769297019284282405729503932962563918169587804931594364076864876
42,23235455260918641910243182738484484506697573112563323598679938292485420512211,42,2895374552463,41.39688712935957,108004735110291605052926238280029015934272711127582669764909355573652864904374,18403329601810133637568039936681058795765401650711307099623243826143290446421,97388759635506061786002945072006849057504583014929256939834340181765544225242,97388759635506061786002945072006849057504583014929256939834340181765544225242,23235455260918641910243182738484484506697573112563323598679938292485420512211,338682540432861131907699746547264614353313680412492472665890380554548138737670119954484752934754118511400203250905461427642000933491876245527529471709241,1259877698243921320662995478479675209001597368837731710772891077714364382673315958970081476541880676423509326566218280574085682399420334748936815314620630433143884867727469339360750814836313008658136980286161227451305110238340025631,10880516160838920706647099706630090307687052364929164669841742734881061158031902802490662044979475732491509308939431267520807896237279713237422198972545530,816285847428956852616596090519147176822436113955,3505921018895015365383372235621192786263092308486370175259,816285847428956852616596090519147176822436113955,315959579,1E32GPWgDyeyQac4aJxm9HVoLrrEYPnM4N,28970056440633464883897507741671130922663654417933840487569036199264544728860,52917172966029219367495731342143804579804512757346463225233387927534646992188,42342367599816006823086154310923911614720691280389628348827763012020379463113,108621827829632978413942447065969888081656976556786856716381826790731567928707,105438793521448815333989145674060407458150720706617447611142564798957713950142,16683565386098114183508424094829901479697578857692977143408501957802282108249,40397381687895802020403804530343719745229069255027877667919319204017101383291,100606679493582218777109748822179272299441684432793539359206388985952845422865,109460944252612601574890727720955538912551600161188878792324292854272755813525,72905367012474082259700270301332433901565155587624934950026792954421612232705,8518253416953124060844820942413864715575090644727090063620155928862023319334
14,26389475783465458717100181606697705712460614445019491968299428763826484084819,14,10544,13.364134655008051,81843657467215387495831064399406566332608612828066495589872347702422424340313,54485907183099442435241830545487744604431707282385107218140713089194934994051,61306182054216752988329154463200163248838277383255456821316870918713899677612,61306182054216752988329154463200163248838277383255456821316870918713899677612,26389475783465458717100181606697705712460614445019491968299428763826484084819,2968714081565327418082285623318845849623809948085496747137230622935544395291675576222597075538998374922568711387156781482734436051608225318983663405390601,548220267582129359880772612661207213885000151221578594779327523648182957226787240166661991396528235277640924289830707348094346603136923977156302624220715445141766212365969796525082396079338989387951247102247860674738316498927044304,4734522636158247915545606772270631406170495554158925425956315631505318901173691112134786913020283016275712150568166649856139935262628901555059887055023081,867613985313550977083702122789251856133557384789,3726373692473925752203346071985613022400925975809226118655,867613985313550977083702122789251856133557384789,1183258111,1ErZWg5cFCe4Vw5BzgfzB74VNLaXEiEkhk,72437018240590710502488233939538809094446481928526813526743649228819240029171,46303533098250675818837241692302596626290288960051449150438346982625379112518,4695765152417449196740730026820367711459755341367075150926444123920728457374,50904020956440012923761702540525852540695215924558529405412643195131168494030,89158240043566593051591816711706771675776477737427265394887330269327481907660,36337024480779215661421345974003752926442080860316647369680595377963867804795,49303764465960848451948175907974525936992862979696878806310126128208644080852,78062615790960749665713276904631218752308416384331265202327844750181548337632,52109302296668186374833580657233361493969986094802571741273982404316311048933,14121132991492702357548212321452045884736271061227953547219054577977341157302,31900575574398310668395581026766280309109158734829681561501241479888776872605
32,27260550831004819366492195269641854370406191922976795645188917295178610000527,32,3093472814,31.52658020932791,4419783485594778575869456570338791525369265264676694041444820246718062386793,36101104813710326932550768335617430651283103709568167696655528050073806182880,79690984423605868491020216673070477201986880956072396342802055957835028488783,79690984423605868491020216673070477201986880956072396342802055957835028488783,27260550831004819366492195269641854370406191922976795645188917295178610000527,1303289768770498939056528702606719833811927457350155238542506308489451878788348416277163100224483856012868559558178251806028535035247986920631316005094400,86338198885520093123785273508749069899813175593000406031879552282108287649292910399205426750186620101524274600375861307758084092639521336331796469325936274978294520253591830898198257516838090716779726545266858197271814103819264,745631238318618851906581388743626283767005847648684960994671653455647818474620384962563283339279022666958432469784542230373898034627577215034070704128,903500764273463988181880382493368868364757171657,3880506234465533029874906742592990226491161051248547607086,903500764273463988181880382493368868364757171657,274477614,1FRoHA9xewq7DjrZ1psWJVeTer8gHRqEvR,48274311938857092804546791266721251028446519221854254161019244744352469784212,33766589544255394668593539542362258329033904271505664760597429985327031334789,2360829773315358648708402574443791809863804758207317225621321463046902398883,101838740168602304636340430192371495691312577487640442270983541573650621734178,103440767592969569805764371499037494781173905539154141657733971924393145957271,38191811786827839545895267191934300106019515382792894918840577548364331116821,53921396366919818976234634878747568891652087052066374327867258702568850543533,77592527478212481569012273427897737044335898663229844017466396728131375366139,18639999756597782007741164495342833825592740362895983796932741063555127526474,23984274557579598560872069406327263425688124325270832632545538785224275538637,7399901860242081208125131180447677355867821059313159964392398088759803829272
11,27804305488909649267144788011321533077235461066739027967831759202207767171739,11,1155,10.17367713630342,62881537490095887219700399231850374465934748632261627566823792868512270937739,13147057280235047456932561657169493651618639731944681771959256397716727593785,102645031957081147966638423351518414201651344933695882267498327610192107077878,102645031957081147966638423351518414201651344933695882267498327610192107077878,27804305488909649267144788011321533077235461066739027967831759202207767171739,172845115129781363159676689714888575839884581074786089407226369039389505829382702639279091621527136542735220370905269339473237454473055828982835970626225,248639117538365716218249308033967840635227399311219829173193897773389414208970450386616382936762261045512778301504198813413269258148065220587775412391547424787836784594361577819872427278658936438194154189986905618927816819832714426,2147289328451265632806402250600546005167232613265734509531803503905094663311615629279811169581432445930662975065045032236714584349520432764155019787149127,1420258574028295142069556855955870240178449439436,6099964127315122613824420453543045500786105546368771212990,1420258574028295142069556855955870240178449439436,1618527934,1PgQVLmst3Z314JrQn5TNiys8Hc38TcXJu,104097313681383378053953897657293086216679987065697363505541385426035276583928,39117741241725204188267546296190940467118709730459541622802266992065480921295,84501925116115248488967905818201426376510407913536600265179708886908227952545,60451593641761155306142349288470288158587219202587828203737721587945737571410,7957402028578889235451482428216975050545679940074951184649845225492544849553,70267442680423063594222711835344289140098069726952324097508499762202675709516,16256970381550158921583791373210565798676508110248128340852128848486175046510,72171258725044636817946304179505092213627061777811183657733476883406080139296,29765747935802915661114386379478593980665917700643256164841943400773434895705,110996475523107594638086884041182258947549457144368740114326853722546542021849,43635426784508280349250178404265308902671664763045169830644619645564389073246
21,29858229004847033381631258142656226768924472558881703787592204124333520920763,21,1811764,20.788963611792287,11965836972506588223997128401045962469020054936532040942669396711946779550878,20508170458539512907339144104761652653989862605562274795589281214845594026553,95283918778776682516231840903926255199280122060078289243868302793063240645110,95283918778776682516231840903926255199280122060078289243868302793063240645110,29858229004847033381631258142656226768924472558881703787592204124333520920763,420585055556512775100295727209741100072443154492493555560452508634726780238902326468030322492500407910958306515906950527166524409021629408426115669061809,1713283548298862042308119427292322516748629565343862969644809155426320692111788620069502193623179791104477933599337524458897878264891883444873656651500720798430772955768792628189596687367671185853758673547855570765484005543436159,14796205505779266534964146323069632685614186849929086038393812278747970210885590855169842696285907837196668593929372746646687527739368974729020837602450,237804177383854528740903125868242177373381939030,1021361164715838039363670983108271756826506609051694310734,237804177383854528740903125868242177373381939030,778347854,14oFNXucftsHiUMY8uctg6N487riuyXs4h,61140074563085091444904784227356451776289545875614770425742898123038115989463,18965444627790479664167093002995829664510349061285695297137748173469050859543,106172824661819017606584486392453638835815692739956329694649418639929472260403,107498059435669793472929237635322443056194392461223176023793248112589419852236,44922003841103105363191808169411107358915490111461746128573957486928296469632,50075457783022833096337871685240862057230420905059763201189513279272192313294,99123416046585963068196520460022511296786805456541195356439009525245864174448,10278594094818608871081789571497028036537736561169420585011795485524808873501,3248559442884116609584717356276946567009168616605320336141211628617671169336,74424564621669437774020398738478824712322409029142740718358100528003727285630,20984216650341731435158844605426073923781169665161428153022750785952953390945
