family,label,d,d_net,x,y,xn,yn,dX_num,dX_den,dF_num,dF_den,primary_rule,X_fixed,F_fixed,F_reflect,X_beta
glv_lambda,63->lam,63,60397278132503896412932253285168131351691140413904892630743831371580642854394,103082696326686084252692006348842617458364360484939043050040089399696685644264,40612530833850030770560071666434436443194162318210174699750855405684277524469,61397235381159372631701783575780400022923837346576525427712108274827842744182,40612530833850030770560071666434436443194162318210174699750855405684277524469,-41685460945526711620990222773062217435440523138362517622327981124868842900082,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi,False,True,False,True
glv_lambda,64->lam,64,98115358495659893315858474768643151802618797969387479619360451914468640834412,86454928033100054822938644242727206101601557724291916072342392316125160730507,41929975541376036990359335647717381527212342035893043668288666074313354583455,87053731908222359493429534309374354424116448651514466631790549933050078125523,41929975541376036990359335647717381527212342035893043668288666074313354583455,598803875122304670490890066647148322514890927222550559448157616924917395016,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi,False,True,False,True
glv_lambda2,1->lam2,1,78074008874160198520644763525212887401909906723592317393988542598630163514318,55066263022277343669578718895168534326250603453777594175500187360389116729240,32670510020758816978083085130507043184471273380659243275938904335757337482424,91177636130617246552803821781935006617134368061721227770777272682868638699771,32670510020758816978083085130507043184471273380659243275938904335757337482424,36111373108339902883225102886766472290883764607943633595277085322479521970531,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,2->lam2,2,40355928511004201617718542041737866950982249168109730405371922055742165534299,89565891926547004231252920425935692360644145829622209833684329913297188986597,12158399299693830322967808612713398636155367887041628176798871954788371653930,53646512439684706194125383457795830286441799022956440567449107761719584557208,12158399299693830322967808612713398636155367887041628176798871954788371653930,-35919379486862298037127536968139862074202346806665769266235222151577604429389,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,3->lam2,3,2637848147848204714792320558262846500054591612627143416755301512854167554280,112711660439710606056748659173929673102114977341539408544630613555209775888121,25583027980570883691656905877401976406448868254816295069919888960541586679410,17810860441288667857851538850367894886139567848000470222311824627634003727926,25583027980570883691656905877401976406448868254816295069919888960541586679410,-94900799998421938198897120323561778215975409493538938322318788927575772160195,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,4->lam2,4,80711857022008403235437084083475733901964498336219460810743844111484331068598,103388573995635080359749164254216598308788835304023601477803095234286494993683,37057141145242123013015316630864329550140216928701153669873286428255828810018,115771894274423349375954038625642983008526547366641157430618074709266830903883,37057141145242123013015316630864329550140216928701153669873286428255828810018,12383320278788269016204874371426384699737712062617555952814979474980335910200,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,5->lam2,5,42993776658852406332510862600000713451036840780736873822127223568596333088579,21505829891763648114329055987619236494102133314575206970830385799158076338148,98003708678762621233683240503080860129026887322874138805529884920309963580118,71000409797526377082529405132449111724689844884027484860330595767503044400611,98003708678762621233683240503080860129026887322874138805529884920309963580118,49494579905762728968200349144829875230587711569452277889500209968344968062463,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,6->lam2,6,5275696295696409429584641116525693000109183225254286833510603025708335108560,115780575977492633039504758427830329241728645270042306223540962614150928364886,78735063515800386211891312544505775871260717697865196436804966483607426560663,11665982619919657261552004506074176951735474741792634220825408410818147713731,78735063515800386211891312544505775871260717697865196436804966483607426560663,-104114593357572975777952753921756152289993170528249672002715554203332780651155,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,7->lam2,7,83349705169856607950229404641738580402019089948846604227499145624338498622878,41948375291644419605210209193538855353224492619856392092318293986323063962044,48361766907851246668144012348516735800090617714386977531302791340517493990618,64821430478506736093782641756649334203094376749707329535573387370020066510303,48361766907851246668144012348516735800090617714386977531302791340517493990618,22873055186862316488572432563110478849869884129850937443255093383697002548259,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,8->lam2,8,45631624806700611047303183158263559951091432393364017238882525081450500642859,21262057306151627953595685090280431278183829487175876377991189246716355947009,41749993296225487051377864631615517161996906063147759678534462689479575333124,62112991669376858675659422851105873127254259092339365379295770153459676808635,41749993296225487051377864631615517161996906063147759678534462689479575333124,40850934363225230722063737760825441849070429605163489001304580906743320861626,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,9->lam2,9,7913544443544614144376961674788539500163774837881430250265904538562502662840,78173298682877769088723994436027545680738210601369041078747105985693655485630,92362876758821804597230797234617159328445543067760556585160674174871431781431,92030585060190627687695015501102778906468646411500942531568624240911169286478,92362876758821804597230797234617159328445543067760556585160674174871431781431,13857286377312858598971021065075233225730435810131901452821518255217513800848,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,10->lam2,10,85987553317704812665021725200001426902073681561473747644254447137192666177158,72488970228380509287422715226575535698893157273063074627791787432852706183111,62070622898698443831883535403436258712770888294397026493185421712108624767191,25750993796194870640805578313835188225075289322942260785953098957557323707967,62070622898698443831883535403436258712770888294397026493185421712108624767191,-46737976432185638646617136912740347473817867950120813841838688475295382475144,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,11->lam2,11,48269472954548815762095503716526406451146024005991160655637826594304668197139,53957576663012291606402345341061437133522758407718089353314528343643821967563,98386217607324929854432842186271083758341411730506808463586570492533445740059,24764599249710985143800756949491411822899406710513761167227900057698395182717,98386217607324929854432842186271083758341411730506808463586570492533445740059,-29192977413301306462601588391570025310623351697204328186086628285945426784846,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,12->lam2,12,10551392591392818859169282233051386000218366450508573667021206051416670217120,94111259592240215275188773285036844871058226277992966241101117022315524122714,76870767327212528811304566602812752860184934880685532702451763239157141742375,75800928902569132333243198863697564848249105631958517743317590832202719787551,76870767327212528811304566602812752860184934880685532702451763239157141742375,-18310330689671082941945574421339280022809120646034448497783526190112804335163,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,13->lam2,13,88625401465553017379814045758264273402128273174100891061009748650046833731438,109699032664856045668214896063362497021339186688470416858630178803463338613416,4835088675770141268294878046681321747490758260515711581034896622314066275713,12741093232771278223760072434300573521164031011265289197063127621639426008894,4835088675770141268294878046681321747490758260515711581034896622314066275713,-96957939432084767444454823629061923500175155677205127661567051181823912604522,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,14->lam2,14,50907321102397020476887824274789252951200615618618304072393128107158835751419,33301309993451753050311554695703528430361259803437469669590207169100761277412,91711666877231500617203373035680263572492971120307578300405368749466283229019,26823929045033391201742505731383238727684374704964671923060646970452897899507,91711666877231500617203373035680263572492971120307578300405368749466283229019,-6477380948418361848569048964320289702676885098472797746529560198647863377905,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,15->lam2,15,13189240739241023573961602791314232500272958063135717083776507564270837771400,97505755694356382817881959832717013755620551362654128955029190924747025549326,39856815248295663243990443767776362321337592747889787217974905533720651000664,76014410200072279569760288867185777575458656382792266523103565941518262877340,39856815248295663243990443767776362321337592747889787217974905533720651000664,-21491345494284103248121670965531236180161894979861862431925624983228762671986,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,16->lam2,16,91263249613401222094606366316527119902182864786728034477765050162901001285718,104059883622109321374094289636044428849728529177856482232626205340719788190730,112122903140080327253741791678230372394936108416576609264408917599318947489825,83878816929172576798230888730277032553985635877580392616673053541586438472715,112122903140080327253741791678230372394936108416576609264408917599318947489825,-20181066692936744575863400905767396295742893300276089615953151799133349718015,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,17->lam2,17,53545169250245225191680144833052099451255207231245447489148429620013003305699,100862081773581120499222301212791081193994281440454033593790618293887747050036,29883864782608871580821802176208615141762369223249393426421538275393411672951,42561119532754835442725988477781958788922461007012583749224936583545146536289,29883864782608871580821802176208615141762369223249393426421538275393411672951,-58300962240826285056496312735009122405071820433441449844565681710342600513747,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,18->lam2,18,15827088887089228288753923349577079000327549675762860500531809077125005325680,38901272619685732968285380035171577070479117282397203902622597987558769928140,87393127487643849618870152207476122589010570440825041333620493866032028851544,48612950371430548391626771204026399876664203299429706748830730597896897289497,87393127487643849618870152207476122589010570440825041333620493866032028851544,9711677751744815423341391168854822806185086017032502846208132610338127361357,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,19->lam2,19,93901097761249426809398686874789966402237456399355177894520351675755168839998,19588375357829479297593261744848590434972900972071148260168833594658324503404,60568592333449737531184420002591396163903580402725242236305558432410218044282,57776373757421837521092397903854671021848888475098992974919218448570329872730,60568592333449737531184420002591396163903580402725242236305558432410218044282,38187998399592358223499136159006080586875987503027844714750384853912005369326,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,20->lam2,20,56183017398093429906472465391314945951309798843872590905903731132867170859979,34773495056115281091786765947597603724784643419904767525769502836017890139287,8470533044743364938367028725608288731153024648869546164814808839694950063162,110544867449881079907479658743332114426257592658048340694379590231223211802271,8470533044743364938367028725608288731153024648869546164814808839694950063162,75771372393765798815692892795734510701472949238143573168610087395205321662984,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,21->lam2,21,18464937034937433003546243907839925500382141288390003917287110589979172879960,24049875635381557237058143631624836741422505207761609709712554171343558302165,22669890352939653242079781319904043788036611953081321775127194249638113810828,44675678050012023960910360308442566205466404133115356398241246323260911904293,22669890352939653242079781319904043788036611953081321775127194249638113810828,20625802414630466723852216676817729464043898925353746688528692151917353602128,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,22->lam2,22,96538945909097631524191007433052812902292048011982321311275653188609336394278,29908081367423272746086114569421970207888665320998202915346633185016778189308,19705544727792599099830884487151299095417296550955739824847212341657057716097,26730402728303447703275748629054188103241569811898072422199070855653674685533,19705544727792599099830884487151299095417296550955739824847212341657057716097,-3177678639119825042810365940367782104647095509100130493147562329363103503775,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,23->lam2,23,58820865545941634621264785949577792451364390456499734322659032645721338414259,21545045623056848826483343441081830815719530893582365358444562918095175994431,1296978981679745807043951140304019026881137717020402959957988455650813508967,9720610417596659479788726452609220564796125856020317000822859546020710973172,1296978981679745807043951140304019026881137717020402959957988455650813508967,-11824435205460189346694616988472610250923405037562048357621703372074465021259,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,24->lam2,24,21102785182785637718338564466102772000436732901017147334042412102833340434240,115090238283566018960826468250608273126387416636633736439689841211757211870926,47185183227829754668635270747409548752084785367264057948864458978444304762303,9450002689265113354189421418505173942636392759313198517889741521267408407963,47185183227829754668635270747409548752084785367264057948864458978444304762303,-105640235594300905606637046832103099183751023877320537921800099690489803462963,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,25->lam2,25,99176794056945836238983327991315659402346639624609464728030954701463503948558,66165162229742397718677620062386824252848999675912518712054484685772795754260,52018513869565587577673992057861898728543589604141463438466108080111932355586,53547016745463632120624207411964543638354730740284369293484266407966831881100,52018513869565587577673992057861898728543589604141463438466108080111932355586,-12618145484278765598053412650422280614494268935628149418570218277805963873160,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,26->lam2,26,61458713693789839336057106507840638951418982069126877739414334158575505968539,46375854666189782329411331467438732923135312366454677774518044107217916677258,28872066516664221627799718496556756366588329842312456769228220433104069963108,87922524916185633447967792241351986579157132210966739139475610597582669813540,28872066516664221627799718496556756366588329842312456769228220433104069963108,41546670249995851118556460773913253656021819844512061364957566490364753136282,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,27->lam2,27,23740633330633842433130885024365618500491324513644290750797713615687507988520,99023490166718961467148584643029653267652245207820783364668071358307234645801,75362751621984629832705305750958516370071248757681753180287377123479199292501,68937403323993612193141866179621884550547067690178359352075996464582223068940,75362751621984629832705305750958516370071248757681753180287377123479199292501,-30086086842725349274006718463407768717105177517642424012592074893725011576861,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,28->lam2,28,101814642204794040953775648549578505902401231237236608144786256214317671502838,38862517885349586199469132990077977525522399615397327331631717567532241615208,56796032415390392137148811074183321813766115156763923072036584114852967736264,88037079784191504599656788384682650609279902693545797199052759963970516434923,56796032415390392137148811074183321813766115156763923072036584114852967736264,49174561898841918400187655394604673083757503078148469867421042396438274819715,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,29->lam2,29,64096561841638044050849427066103485451473573681754021156169635671429673522819,88789495143442116025801984763830218317601484092281216301053684219001740388315,14971629676138079947354454610178388572791590863859394042797260533911845233794,39431364505101034329815527176333083544873280321159697774491594279200850276451,14971629676138079947354454610178388572791590863859394042797260533911845233794,-49358130638341081695986457587497134772728203771121518526562089939800890111864,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,30->lam2,30,26378481478482047147923205582628465000545916126271434167553015128541675542800,49378132684229722274313556995573891527709373183446262831552359577455015004672,78123232289538034746933569305416412888858560602643272431489024958214987548923,31373572920506511506314097826001408875203475993985242590984826488781684388501,78123232289538034746933569305416412888858560602643272431489024958214987548923,-18004559763723210767999459169572482652505897189461020240567533088673330616171,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,31->lam2,31,104452490352642245668567969107841352402455822849863751561541557727171839057118,48009403158434809478298710137233764200988036438868259456275038304221065242292,101379581344212856035375194820281365028426536613141130008386086305632315345538,79536991917723458803978310116130766322619460410755596125737370937888518829583,101379581344212856035375194820281365028426536613141130008386086305632315345538,31527588759288649325679599978897002121631423971887336669462332633667453587291,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,32->lam2,32,66734409989486248765641747624366331951528165294381164572924937184283841077099,95440839670107969455973995843666399663662641812074432045896568980475242364517,67400892360194400039319989411395972789004161889863182881857158544061243615929,107376572167351707030122029888039770751805639905368877236551983931824708509307,67400892360194400039319989411395972789004161889863182881857158544061243615929,11935732497243737574148034044373371088142998093294445190655414951349466144790,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,33->lam2,33,29016329626330251862715526140891311500600507738898577584308316641395843097080,10219441022991940610048493520113102240595005085840974180672104038719657072293,84023467742492607926612431243360899514584580916128500081114886405247779677078,9720750636941568069824384371074174686593338599512747675975240216735757844537,84023467742492607926612431243360899514584580916128500081114886405247779677078,-498690386050372540224109149038927554001666486328226504696863821983899227756,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,34->lam2,34,107090338500490450383360289666104198902510414462490894978296859240026006611398,12619776604307790469550660645393525758448419897555601226868753617320214526993,86272100689574882152938150858861318820088413186167100601966648021512258522745,51621306087540643697826933940410093273824082238259698521742564004829863413479,86272100689574882152938150858861318820088413186167100601966648021512258522745,39001529483232853228276273295016567515375662340704097294873810387509648886486,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,35->lam2,35,69372258137334453480434068182629178451582756907008307989680238697138008631379,43584328072464330665967763306297595761508151294385275883849271528835646125177,1171731419844835688478928898148416329180259014376715189840427072871218252873,14328346861796545185060764905676188957806575846891603411479841769642960607095,1171731419844835688478928898148416329180259014376715189840427072871218252873,-29255981210667785480906998400621406803701575447493672472369429759192685518082,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,36->lam2,36,31654177774178456577507846699154158000655099351525721001063618154250010651360,101419098787597942766661010883841213675986572091206578880178916574081925093625,53748097764673089702489673031527129553025318704228137363806494938199580582828,83355929795367926539779720946019384316636405619184632937846331918691348147840,53748097764673089702489673031527129553025318704228137363806494938199580582828,-18063168992230016226881289937821829359350166472021945942332584655390576945785,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,37->lam2,37,109728186648338655098152610224367045402565006075118038395052160752880174165678,44696466249196887777481833878429299174322536392992392205634510941844339159869,58341336599715296255997469230977942456412351469447624645098110293822755987119,109301866709849795567074135902188704696501738869607008275911742204549311694958,58341336599715296255997469230977942456412351469447624645098110293822755987119,64605400460652907789592302023759405522179202476614616070277231262704972535089,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,38->lam2,38,72010106285182658195226388740892024951637348519635451406435540209992176185659,82592391416753704330480457266605199466589998476548643675167586509583694299127,96352244311289141626709213538144106127822954871227876742730890119647945927428,96306651615467793347335710859121853350950299963006666287005910166482137368294,96352244311289141626709213538144106127822954871227876742730890119647945927428,13714260198714089016855253592516653884360301486458022611838323656898443069167,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,39->lam2,39,34292025922026661292300167257417004500709690964152864417818919667104178205640,58245954963044076335222193032419637688317373475605757277584156718458924469103,12764036181290433088658499435961200322530176588733628912045896254235383420282,48249654958953582814564992475411747092587258489218786096470406951519827009311,12764036181290433088658499435961200322530176588733628912045896254235383420282,-9996300004090493520657200557007890595730114986386971181113749766939097459792,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,40->lam2,40,112366034796186859812944930782629891902619597687745181811807462265734341719958,65977930378964483966842705159007630837451149704819265634327747226133817150731,106574384264472205627876631445935175739834375489227447805380155393950263965849,30209054048646703422690252023788118328286617171184461487251882012202444434101,106574384264472205627876631445935175739834375489227447805380155393950263965849,-35768876330317780544152453135219512509164532533634804147075865213931372716630,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,41->lam2,41,74647954433030862910018709299154871451691940132262594823190841722846343739939,55442706224332212356956949983947160877073898960448236395042968736464621521147,5905242281663190858892708265754696019921609450612128937011632221309721495543,87033862523404453146638201575906718539488160970328693546947838862986116741664,5905242281663190858892708265754696019921609450612128937011632221309721495543,31591156299072240789681251591959557662414262009880457151904870126521495220517,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,42->lam2,42,36929874069874866007092487815679851000764282576780007834574221179958345759920,115136800820456833737994126771386015026287095034625623644186278108926690779567,3479535755779840016334846590594739014278212596066547564422106861430200972724,97041584777792286036410447026879193145302164717845751751904556715886455865455,3479535755779840016334846590594739014278212596066547564422106861430200972724,-18095216042664547701583679744506821880984930316779871892281721393040234914112,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,43->lam2,43,115003882944035064527737251340892738402674189300372325228562763778588509274238,96414945312501980282409358461754977502747357521062737878469375231739675541449,108016644921439980219149763541432916357155273945921323318636524851968650287411,29423736292527612644645585051784761201342728268964937672774628476284166853294,108016644921439980219149763541432916357155273945921323318636524851968650287411,-66991209019974367637763773409970216301404629252097800205694746755455508688155,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,44->lam2,44,77285802580879067624811029857417717951746531744889738239946143235700511294219,42072772011086351294328511389423850314698152445154323541536957340534349973349,99133657745585934968186133288050721248258413615930917407282740640761199917928,22587720633468918733228150076356220829612840336029475755545827224537216591515,99133657745585934968186133288050721248258413615930917407282740640761199917928,-19485051377617432561100361313067629485085312109124847785991130115997133381834,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,45->lam2,45,39567722217723070721884808373942697500818874189407151251329522692812513314200,2069755349039566255304036353648839232649715781170511813011535420394543798627,53173698995439924366951845531266805314230463309822098990695656330917108292762,71060878197771836638851077854645886803894631452523648882811956117384168344463,53173698995439924366951845531266805314230463309822098990695656330917108292762,68991122848732270383547041500997047571244915671353137069800420696989624545836,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,46->lam2,46,1849641854567073818958586890467677049891216633924564262712902149924515334181,112485767891133126222498548010271946438760990210983300801299715976951536768791,85739109496996784368776054024999276184984966609644199395125789597014054674947,44864808492118672589301418563211897598836118584800280685440567564954696612046,85739109496996784368776054024999276184984966609644199395125789597014054674947,-67620959399014453633197129447060048839924871626183020115859148411996840156745,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,47->lam2,47,79923650728727272339603350415680564451801123357516881656701444748554678848499,54253141229701892740678441538472478126466317116121420289154985997987923385716,67647191893224491627918802490479062705030965032432110320079555712709270724822,104667910007197613263619817845074094987471759092424151317847756349582461197886,67647191893224491627918802490479062705030965032432110320079555712709270724822,50414768777495720522941376306601616861005441976302731028692770351594537812170,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,48->lam2,48,42205570365571275436677128932205544000873465802034294668084824205666680868480,50111670963408569345385204828013406423962206186815367070190059614189255189955,96344650049071302355595011727277439354119658646232861677212062449792674989672,11441441462078540537275479503899740833576964529902041499221650556272715693823,96344650049071302355595011727277439354119658646232861677212062449792674989672,-38670229501330028808109725324113665590385241656913325570968409057916539496132,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,49->lam2,49,4487490002415278533750907448730523549945808246551707679468203662778682888461,109846273198995465046214558810696509369395695668678477567979041624391316796720,101711840700253487202274292900077312932162220876743713596510869779955653950519,59884988956897900850717590720562566983572290212842393312771278226003293216064,101711840700253487202274292900077312932162220876743713596510869779955653950519,-49961284242097564195496968090133942385823405455836084255207763398388023580656,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,50->lam2,50,82561498876575477054395670973943410951855714970144025073456746261408846402779,18752372355191540835222161239240920883340654532661984440989362140194381601434,88478450163343634110113046083156231725329016889379853417393465962619872936244,31991550088259552618039367412372463178536522645591166036615002630446594349916,88478450163343634110113046083156231725329016889379853417393465962619872936244,13239177733068011782817206173131542295195868112929181595625640490252212748482,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,51->lam2,51,44843418513419480151469449490468390500928057414661438084840125718520848422760,31766568681566786811585556083273569704981103744700868374944839455567139361883,42892316439533998508363691869839348703863091985464714880496520815537080971390,103996910693791467677112659499702336116352523743347307265851617784837642520374,42892316439533998508363691869839348703863091985464714880496520815537080971390,72230342012224680865527103416428766411371419998646438890906778329270503158491,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,52->lam2,52,7125338150263483248543228006993370050000399859178851096223505175632850442741,19511180689223863964676874168627421459323156917296991798297923962201555596949,57367979562017697409196531308288663269903370049256107839675184520239291074509,49896158918019803019139679374266967193099891804179743839507022022283542647878,57367979562017697409196531308288663269903370049256107839675184520239291074509,30384978228795939054462805205639545733776734886882752041209098060081987050929,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,53->lam2,53,85199347024423681769187991532206257451910306582771168490212047774263013957059,109204401742901676102938274178210524270147101032576152349016621748734496666183,93562928090829704595527535353598406140745506107437687143296992058804640357878,45185464743224103318411141645706355084721184285324653691972840881486087507911,93562928090829704595527535353598406140745506107437687143296992058804640357878,-64018936999677572784527132532504169185425916747251498657043780867248409158272,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,54->lam2,54,47481266661267684866261770048731237000982649027288581501595427231375015977040,36122698064134239917117034944532638029925389202648589133547978226819319812203,17027329777463400105144356958107372283640412543533161381521436991456009891579,114682033477000824134336484268689040619406556208080249631645681654674597136172,17027329777463400105144356958107372283640412543533161381521436991456009891579,78559335412866584217219449324156402589481167005431660498097703427855277323969,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,55->lam2,55,9763186298111687963335548565256216550054991471805994512978806688487017997021,91804187441772561664481510830917750223077921964002572402238128845622951625169,91945440139593333380184788272080657792196709314822575974121657953469941695606,69277371347376549724308038598133505811848844803470915969410446957304717624205,91945440139593333380184788272080657792196709314822575974121657953469941695606,-22526816094396011940173472232784244411229077160531656432827681888318234000964,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,56->lam2,56,87837195172271886483980312090469103951964898195398311906967349287117181511339,85443494863408502680908561006538876660936831179320971186834465657383528300823,41574129741798670788318102088797945519763253166412892215513009393101328479924,98280879318019217268641015519913891296748000309541233739465784053833057568980,41574129741798670788318102088797945519763253166412892215513009393101328479924,12837384454610714587732454513375014635811169130220262552631318396449529268157,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,57->lam2,57,50119114809115889581054090606994083501037240639915724918350728744229183531320,17189284425153064836001861279656763224636129289551722165462018837400972173600,29445779904272847763706160655321487704701247799275275841430067857695472241472,49509611736988316473999031947389503032487300485739767299348490316368238971404,29445779904272847763706160655321487704701247799275275841430067857695472241472,32320327311835251637997170667732739807851171196188045133886471478967266797804,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,58->lam2,58,12401034445959892678127869123519063050109583084433137929734108201341185551301,31361859868524256934340493392748324439250961207479738197811398391136366390587,66949045302018276465653829790546454755295341269007016439257946146448951430658,15402203390555975597166333331983379754758260779031515811174604555663146650627,66949045302018276465653829790546454755295341269007016439257946146448951430658,-15959656477968281337174160060764944684492700428448222386636793835473219739960,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,59->lam2,59,90475043320120091198772632648731950452019489808025455323722650799971349065619,53467956276192349861948221937171498503643177269204461230384245004177138836533,4119214727602775607932521128681884153131966461396859633231677764244527094881,64356457423915293465175753457287321837213990054752549007055650168710939824730,4119214727602775607932521128681884153131966461396859633231677764244527094881,10888501147722943603227531520115823333570812785548087776671405164533800988197,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,60->lam2,60,52756962956964094295846411165256930001091832252542868335106030257083351085600,518559790775991926153431284348924991691752894319091408626305042091127390610,7754554211713140270585379622151031431183921268920287121212618482407411327399,67441743839260164913014863268565812132388506967286151434979919631205600982290,7754554211713140270585379622151031431183921268920287121212618482407411327399,66923184048484172986861431984216887140696754072967060026353614589114473591680,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
