n,Phi_trunc_156,x,y
941,0.618466082714739222805991060336028045945687030529869816731576556000290114732454777222722062778100598276088263875593943370753341385730609855292457490473947959,71613479839958463447323617215155494004667283221316910852817924823940402068070,37698960089337032728049631736532250885147755858223448370869082591447823424719
942,0.775143683949196464146772769872500026377378735593365899968593117350651443161974382999216110230649002185521916611968950063715890887942682607247211820937719190,89755506623587378436402673544243290158904705164121807234573622682184720625666,114941845628543710730707115067295927771199921739545928378438288005581030894364
943,0.679583922441533073532786299125758846590225272072762800861125984245194109792693794858477191686951558846142859617093362103806056294898323915751490759048113988,78690442191595365891803705968434474176665165070461664849633452404827334570265,98710920535253461523020487905263542061553278539483146004568875283790524776350
944,0.543113521761647302799331661014924931276096588884138090839489584946402628819530824152555993058636728589461064926134637402874309344203963794346373488676015605,62888249377817735939921125049226659805968786010310388240073956051047224980182,45402190117872618473676603800075470808872984106618673962342826710292340973157
945,0.027372594057274926629901371805430201946366597061003801306104700609336170370902788235054918488632050105510331012263513945839803184451145775763630623326182025,3169529853736809282344343989111729072511254753487691680984517457017102552232,7507294951130780086860772156750638625223472732044932547149714357038391991939
946,0.833711244712890803940518579532821072449868713007601869917526142219551591273003543169403548690755075911682258175918591558660573802505216630542791809949129986,96537166845949012094275084244931278156552574725562629104468507969472504225495,69746834902959882415394237212619174082089925695497458040725516856650566749684
947,0.847600677476224945466212011941183766407028366069682578175365102501297429214276267445023554033120291730427910145771513443900735997591797286985936154565647829,98145453283936702286542728654322339997311494255724562625474658035560933555964,51765605012340702801353807359423954092012203713815009966433813980182404087178
948,0.206093971877795812879998792228484532090836161496497624782431663304395727482405264672516918086288614450642190480504770421929226569169899278608062743269509816,23864051582946667194599100441857291778490457502741619251074911234090193045007,55998536845859974789666565836622069600280684108416831756043786382739406915997
949,0.483529067251289741898598117270265054927183216685602629510640287986350795831261330455733911218313736956005704447759917476907928845439025347014610080567979917,55988840903997605775493575856059243795503142380430895250225336482267462187406,93086571401760948008509396416344274560097662707460909614118690824197911956092
950,0.184258486061046848353454813712714482158260228618365653161525337014434742298272796014282276898665041172624224054107485010892174889133020672466212925387746612,21335675060713518984227467451972171680693295018779336711275288689774643675025,42863902366237268677806799836394801351746539012983135805815368003114403977908
951,0.521375011896252323378628535104676571144892903610203304433073553460733516008946478013356302450823428282056487284403209375289316957149149566387983970697026442,60371101903597642007252599526717974594066440363259630373029789489517087879397,114353342033565133987808962042457299637209261378256664170055142370160831616336
952,0.275547864136141066738903252725158960249417898068372256007750933433922986387545331195689230235047772011522263630105215665002992878412679524154550649687267705,31906262873203925290266065372844057464534303977176992244855372856994081788767,37673869398666242618848665898017887794556089219679013496174652094749617974656
953,0.596620729017226377005002811469988989699537602449491671707588368981506480305492418901315809644655295602223771265180715238826001869122348339735540774493353624,69083960695195320700516322101873993499711900292277597006933352262204848736866,9153136500343879196419917143796104611790686903491301617669701240158626718246
954,0.127328679226604735284066476949013799919156282271793531779072348986631300616016955079636701523535079899853276135407462608487755391681026442829180846121529383,14743653787476624398200178407261780581197907524892562193331273142913879786334,8854353746489486137620025413994462454310018548922152633829016438026103310033
955,0.499260075060938715976232962501152715726767975183488301955498342010981709275558830792436794878705721168486670654153523251648778136664689672989738856599807256,57810367164085397764214140051405727434011186679585485105212434925533809667600,17985189591234905539332101005312240588885435095362538223350409637449567306372
956,0.021922300668252349603367993052878085723056682548590616526597656814179382232987117192620229833997439936464086504785453683107553546151241417195587029584140804,2538428995265552529253556746719557182489665396192307266102987283770615341591,100931408650815572652663500994186467822574686222198754321991664706062625393799
957,0.537265403622089840797767326350380225865752738864816290443344062236713081752774395688196493586702608970202070345703430991501841737526252859307164625493140085,62211083560331730731954520443636052626704929811872190213310677794512392594929,106470533573903844348579161162345871907328082808452669988200719897695320167151
958,0.594966545484093723146738814578576686007681877585493921627929029339381636512884682149911353255075897864434737089746666245751677587353843708651754538664482112,68892419327911925453538661995918425922650532908663912530361835945487751864096,19058723689214806993387266882771916280833002063974207099989085737526585307944
959,0.245749749833609449996261146567242954732939408542337413935315503061453970755192738233101625196811472225700699807431887209717653799318715532040791222006992043,28455876962781436282014661742372292250478030700034190115234978155037305442980,111133844391734750292267999501808370913972418039045225938987936489103256063388
960,0.178862079789794412475375933897173195064767256572735072841608901048547919662148458409755151004497097061430591134796493651652809278031610632513715272431007400,20710813904191844182312637564462092785751784896448020643947326160819800499122,38493792272228531836471567121005706905514753699131914161947141017748446708581
961,0.741471122919814973416055291329830920455452545345114948481145181822845657357211411383612724615868912943661765949199277876053638280933611147952343482071194318,85856490432024261173097941808353041043716974894804166561824528320422719504714,36307291816534594696942560061739153851792024789396393149574616408526192524780
962,0.548998706336204406103982440895357476209259304777315557601254757606482701397861198799328569033568723560939941249517480128499127969603277513332270830211384774,63569707195252928793954821260745851419153792724559610865787096931576483607242,49613693403573373855929957376163557937468858845863395810124803831346402777279
963,0.172234786493818086442549378554506145595969413143980701617234430031291950866407946684648751318089650030189475854287397354401196995386628076930037713595472682,19943425767462286065469328493152554819537154330867960948790607785010939156029,73910232349929956317559855642377680741586589334458414719327025196223997923254
964,0.409310465223383749848113077187945205616297229137744289597213532667643606724681612299943120641796184209798141822028648450396578800945318997933288673436344905,47394913914913458397431739383629395945228727796636877454615563189529897036216,30160851653164389768922552485826318683722091657005872895036494157433865985664
965,0.156966391706042833141799617628027687180961537279717196214384943521899786760000621341333929601947845811673580699831257689301512387128604594877286563113455879,18175466435685640462011463760970434389725604334421522353226094587049553630592,65445431532918910938866791380983352244684901747745916257691359199786911724602
966,0.971386768983320039740206935397267643774589113715311448285063762433481702585071827769749197622048656099783883954343895330580764876576878510670457595044332414,112478903438064845856998359203004000327669227472310257618130493716837252660624,85365374086693512187031745658332963218835773244618288165652303952885256857490
967,0.641285737338581108934205863215759510255049945436493760997735434398359220163524459451721166669545932799464413419291747274974513746376259767965364502127666450,74255815324527098264019787365472802426371436116856440263167838015362145648419,10805211914881190626242162146116119629359838046214913241328219737589695278007
968,0.013217569533160244555597462994088685137061948299240973322526472443884610646556500329985886541279455264370676618701877622179424850784688612524198367602063945,1530489990884122803199601392971087348097678202839864874534243280435990644563,63723866719356874858731648781900324856943797474682570238823414653823917298599
969,0.696209692576019453232652571262617557120544231248168886996351531435896663899796274980666783479284849832378652716993735346270139322490032931305360901676091029,80615574850646919253601554381893765356645350669943463488964359776861614436366,46466476881457963874194557586014264944715695432376861815138937092959364335183
970,0.612151715841352098588619260607019649703394118485594357154278607768719085169788755485140945332976477459692575752260823398407680755697265323816070581225546331,70882326107478068305590784757318136364624877908678689251107537569572917967599,9102163869113078962381212208656199158038231621774726247817720224713237034873
971,0.036176496788068451645950550475002859312482335402608069014401967064753122042458609034305011185558146157589270305738306985636341255198851916380620343672218198,4188952144377504872577543353044783539297556781160225361651220788897429085863,102238153623015792305783102190496317326464034286351538866634222785063976480532
972,0.438279326220643069014722054308905809259292721425877566063374339360225819021828185151046896263772026936187467732469573006521872360712969944514940032511163124,50749278852611518116074987930717734345728930615405143691808388297369045988627,55516655495705996737818326710297786692771058194316023405262924268412381878988
973,0.721292658085166165537846973460351067174575868267463031795944385346832439807374616901283141016370126771805919594714913190982934939791047063000365531697821519,83519983831218559623473371632152151749622960459116136903722327406326593432854,112178218860958197127834114865735307837897909940681096732367023827128760532673
974,0.383023062594397891189528523844456758687740239240169952405654330540151418987080868926701440417405320203881434314354647316678539274681833853101147467783160193,44351040643880667492416994458312331607924399681338612015607702656873194215050,32667467786625638095332276296916447531832499388720847855968640455689255566118
975,0.638385022439187904235708924912679586938206123314045715738390158934721435273314525371156950579631711548501443619551316470566944581837268127038605588031335962,73919935486044547635643749904186290594114085231011681055918647991078748748832,103430950940329160183818490892517239789713549053676168873572714985944811351890
976,0.146799147039788002161529099460272082683771312390743647356091525302643680366103679405771120184961295704273701896315260032857714789800272513039184582461877248,16998179933993033954327831450497753957184250157848388525675508541947841108975,56598383925033311562432500870280157968504705196689691390667908787329193411747
977,0.307174744140358431420410840558424498625103100897310506179445343108555436987036976033676062671620040945977755103250785799873314369112774237110536323345912637,35568405384950153592531326292689550184396880162941482075768996405673173309981,58761092104289350547289609893865518066870418385087765655139829932515014206739
978,0.822855844386553431250978189686782398347479448216063918876997228708362946286446376135167215376280815142002472836201300345548403028690785813673751828728040851,95280197362654963686535477872915076980201889764437293614658060516951635835701,664781237851026495561693964040740314612284450467361781713093629441772735820
979,0.125526850603011077818168453951100438939708906413252521001931288860270097318733275724047694865781953801395354419829038492706851751596196793193352874380530356,14535016286703116999316863722510674942857122546703740322036354896040860572757,54375756236557329593961074072062331637027300169045476877981554830068231583153
980,0.075249626779053409230969511233129399795444501768169124291300491889058465039625174574810229688116423498921133917159208164021850706475700926153313647408303104,8713311499074890831674462517804371515505940478664031280149697178225199874418,58417536837704674196988551970802794576457009694709685898052660165138897276068
981,0.827155291232244646253637209085351425855448318427886501870919562466624598319645120497306098899255826715103814131886670669595963454061018972352628321803729687,95778039295482338488486818508546785794686115482815384056990203155783149998604,51748316711733424134144019190412623552720382612148806733593534156499716862746
982,0.736103184155672936924781260935514727852125980401464113368082109449517766796433573230491422244580115049429731765722473362138160357091462694457779918714347056,85234925587626277670286197908091410546298228201443248115289476489102566475492,22134609435932111637074206026883514427063641279690800235685592381494264118419
983,0.161341457834197322778391719177777631337509698356978189151563961452676927534306786101841688481943052964240055616693987414106695318012319345021749355677308907,18682064483216064580021470962419631737002896275684888177019649485523922250882,32396480805805905957161607673854882757168727209833122460772389657012871653181
984,0.427965248416829246805499496600853798515768087387607427180955107210948534154560606136301133183710224347627148743842462322981942870027852745150258345548511555,49554990235151685771690716037862483410316679370613314797708526633734294530935,93238605959772493292287923705938725351836789569939028327859115336422992712118
985,0.223980567593229940736236669334192825053261526549473443967669670741888637039670410144394490596567057398483111748563522124992077097453543609278872971964707717,25935177870180013245232348874477019188904995313845255935526361518696786243502,12930448731405114069817654651522904698686124551017304703731654496298770014782
986,0.759742346364705111289217717468195697265442281928317885765415722741882424961534859848461135883157244345910835193719634360993744715647914342183750414656268034,87972153567629923846604715992172748804066640513023987317119945967580753682254,74705290259082270518564174582901530603714943594145473481107060818859788637319
987,0.143842911080427505798568688718872129475564514268027283194240478669547388820442011148740415808867460928497800269015969643513085307126778146987657651778127768,16655871195980200305733959859059482057762061313341959555438968057505626406383,84797888560612749336559162498022038892460520248667705388440638311672981889902
988,0.350944682478652811985243358533326911014187352543523612824393255004302010380544554094701383713950681142588165226746832036050390974476290008630735243720035079,40636617990929763855462604565382437250978749192918492385050581130398932371999,82520777294342109258665526649765122854859249238176867896759277931852380526218
989,0.388874069541480904976809899728830872559723396095743925075666965950852939031188037131618097741203163879059867176680618802497917403924368897452394516331698560,45028540962425460823340730559757016265782085255635240977324388864496278612574,94465308315614110863379826654597007177283555816532939698673293659957743009170
990,0.045653878467512787897017239888901250596676311155020288533913564217323711324208270704819708168266311986401174547462389684583614803269633255762380211782997651,5286357969539829089049767285263505700043722711983362959574909693924715080136,35744874461672588535067989250976763809337282367033134298955992559026208600386
991,0.060816607359446977063273211406396800001840271595087154306312824722289615353703202373358079298456006169506776541617877770466909883033699509107984599819619360,7042082026475905236004594511521160422175394145624413834159585289967403632236,43744353797913709672074066877437431470206786002587016824120747904095770295744
992,0.411433130850829803210319199364344656430450523454936783607912626985168966682122877679124203254868781438382506731365214731579161086384731996530437040183754713,47640701802667675581908944441371037954427288748957856403167928441663188548107,71584443838378216560924948307257727770615240230245732573990532245522152856534
993,0.192689149982115808560164083308772288960238886691796301060190577451760871744890056999122059170166915403186968389985532857275349527718295019103444017432664043,22311879249791758086263056184350935185788222753756309513742970034332140739452,106399261898077637222812853911747539563880001838270777825375857445712236732282
994,0.687164284186477815233841720271543695869453515096332131387743978172704550303656299524675403682297800292100478501377693179105893226389055597116363100156388970,79568188115217145332178994564460395946918501417772089646242284775080448625349,86283363193958493172076062862470059912316675937279342046517149932984873673252
995,0.970735438138830006051128552476772091777107514810482877657317840103740388954947962408431315914524895930154738523031932157847307959409577331177068220870753496,112403484478796639358483200402016820460502682150943735284692001355210736047511,84724681484066706757687258439260369129627052553687006976373116074855087313900
996,0.004004390879877237901929695382797726264086374202855735948314109073552310186934689334263977792746017203937032242396944230398023608261093574204996857906528651,463676786103840248815728514852949970495894430047425902178769024505740402220,64523151357156012226683798293788522053188085789252907166142165206744089504357
997,0.515766515005523793577447812846879843735651950987245021052745737063249156104930182491704891788026205858121032394093335466921781267727230011548591983399286109,59721682331139193665522507007174532636744770747628994896679583524020756457045,92542626105683380186548215147180573904944937568724641877488786173714090376148
998,0.612744486248497476611973731316884195078501264424532459999397048755011946928251702192852540890255838424631067431492022120628539349885424831355532052232876913,70950964231359486171393111977880337847972856348294378603271762844762950017027,14249376521365538728449559794241658473398072920298808768986093039229344134760
999,0.587892774742454947543903243590892747410438612610955812487242222398107735808246656729657220543450362127057703464985607756488226697932550338350044857880357176,68073332634951771983379810576461367518612914887001815873609470706324019594353,100265349306802633132698962749090572900634375768193967970766835776642803928888
1000,0.290304777783299483363395256541623006262547450956668696930379295985013516566348232461220833081326528176013718620179797731723143838845119009320468638885304703,33614996735103061868086131503312627786077049888376966084542785773152043381677,84557594361191031609962062080128931200952163654712344162477769532776951195137
1001,0.613689120072504168822384602699958892865606711966863187285959456725051204158979295197253415882991535411252273159167531893572466970392371498510679006914729069,71060345355405456317598301652854761888824760306375326141509617556154004171208,109514309081015293483819316246384218693511275190683407238908013543840614501087
1002,0.440266848643830068330738603882619730803236639719977195883992711264934813571707065235922452299949872270913121620379790520806385962376484718019341462046803509,50979418226398354064307890646090950462695374793322891117746178337161733546207,57374329509520666592270701734841155020465928325189499759191567572743336531865
1003,0.123922739539650040802295658942645698658752496214834190817857449802951814033796455674618189866962678026116123254040972342806660701457204704351885836808947780,14349272915307849627448926511180673359811669062810396675640692691917447592678,63212920848101111471721237235180505388418135132657184383089492486356786443129
1004,0.491615039442395764751560758482946447144826016083633918447713273741143046868209090662915179013389055698866023628919416281075888075871821176144210789931218024,56925132517520611538813937311820890502118407354785779752175370087974292898119,87740200331785190780220057779301092554561220523846194196951224120193342801988
1005,0.136137210932387032581914069257422549291971580689198488611453046472909236348377756834003246238605479512181641978156979850098402714589405804702654527444686874,15763612076802297213221159068455199807291048374308277634540433921750014543800,42408210734851483495111522269031519403161114655939954092314068355091688603773
1006,0.208169821165261809682683623710549605300700372328769086775841429407591801447787080985899066803965462355922982200053198484912563232571045191958132532395161609,24104418508884149136023458968295457837985309248893799474535237429965797995295,89602749053937580462431556342463220152905974981882548294650230756429460999517
1007,0.384271878908125030532873345926864466385818166044411636835781924762791705545831810619245609700388819312965071560829598847918606675989780270238080950862578708,44495643693920776669333592987865365015487338911321275887085168395559149757533,51582223649761264444292914141303475192062876148785995808901549959844438915963
1008,0.063176571495929712660028612543079604817145031745118167388339047608188627747759164814653835579323410038325887541348613310742981897755739622597940272628580125,7315347204364380013393719860058852968742061595789402870752265137867828981470,29103137726811576287800535692111503199543004375363047251466777276605325928001
1009,0.143260106818551893158776055322992061323050110649166147700385296997164767627180320343636282058749849633622133688685234731233762929372809676074285656551543402,16588387072881211169912603381099957083340777190416438653969378012072815760511,111795172030560329045025624423007811350580233950545417108712019491427850018123
1010,0.557937628183002687656886188793999645944595481878854955432327644461779330973013100472705976944249917159424995164588021886199085816244296762803242399579142473,64604763631422790700446519288096824911829286709210877922942050695475953573801,27613153574316198770176278138600744959551461027553081402913712519224125507906
1011,0.822348118681124129911755455119497644284558318718300254462942621972212035075389666703658098443978016952799148742806625375344154947491425861428310089966653793,95221406742463814709925149288581000534142126336873978930438619878497627845973,67976965176903183014570678006065038711884862056758282316567209311757357209343
1012,0.402573090209892526555384345858952415763949738332285987267876671659312336498766634743373044362976850895658245977867172001166627632406928243064129550856209661,46614779186126018263857653724162421423867360777617227652835407604421074683425,46965714386768469800343492230970369736980613846854824868251608088496456460219
1013,0.501260661895775457263128063876791478475162097748215423772443640223049185898857175729724329729676508344791039477345105175596956198005560457787295577358749626,58042019293391813668034211588190274039782832744355111113436179868142611594762,60855943506583372239081053336372311110243893237810846777328565855690039736184
1014,0.656325299764192878276970341696521364254978555689071849286246778674667777830499014741062230547510375857059155560629027136894336995188120809563363865608104642,75997277679003723874886121282114309327364729084820552192824321830636672403957,75927542334615293144797143274242561352201643547154136488262199200234236306100
1015,0.498315433560044622851619359987924964613821759750538182933767791085256730060596018693759843338399590456823094495709053174650690659413992342966885360994750754,57700985151116596626523195689260678642400968489603973319270471927484297830787,755592508875438100816034509417436694413626287780462414685623265437567584441
1016,0.696906961355031939573307401115463833260591538788286392287176717176396504542176365078441799137338794553659820605745408452323883012926782690174187042195721532,80696313059328727577892824697890200269333407521634130735596985440165271763285,45302434465055610316872738611670583223874228762064397682754731550971461995690
1017,0.489056141356660672465215258441194434016362154196156210493446480206293063109997301302653515813868924977460175081696605399098623249104829041535830895291844127,56628832362027976144186894824155814197169181594791415519772823319150347283644,98177651841548901661645698977348317264841913928404992417633445580838775527064
1018,0.983198308142524569196229908737043441513990452136902415210632969252687101277954052672765500113427735561213935787892813143908530190683930559679136033776570214,113846586234417511436332236351409690527107644513448889993745078305177067934652,53495705805141935760941344238603457159193429145354255064945007044579610534199
1019,0.948141202463893950394324761315813000368259935772269565787802714508485738602147085521588718461158052451602599843865998344806103749824046544662531983044147606,109787250725275490483682278103237628898710710183552079945788414310551782080447,106742907902766553369536696472552999786619708934740234852555824520179426457493
1020,0.493317810467708455951728222654044068010393167731570318532904667814269682481409797899806790477605755608575428955605291435920207157979233319394284373919144675,57122299932034335072497946099294613467375032048877589198667883096109099940224,14659202938595491388339402871020263650936734597141364696555562261429219920932
1021,0.850109490003121228817076689722055838978653272541846760205058595973864052214228848628163622924250015686883721711590545033238213638146807383164785111374681205,98435953927930773465989290968570050876816804849131278663098101295841856620398,95626901674642051933784525637584199767671452826081401859574477811806042562626
1022,0.739768916203591415978410393279322114363650865030536856688497546715912055939512066413042669262545366099929921761768419662031315902678264592634392486091991224,85659388360038944044662927026947545587776571777413959537951143225757872424146,55044018045565304935582999776905236340233929346800657542857723493644788513378
1023,0.779836841956166489781155009880554874116016378564507167705696551188429389615938002828968462429801394668776325047647997579589525175022216879062513590857224083,90298937194335276667727138861693096527162756736282331952377049573841222516234,8411943968061953383391859795282289661205931295409679174588129172188532695583
1024,0.141112072599059743928594636564031914836180757726828378303785402761806592999841551762542578414709958254562857547142545390373709802422976201658027237772478746,16339661702852967382840638396154683021742565846854739320600712521008743256863,36728284022334234592863792440353097018527397507662959793213172092233334129261
1025,0.388135410918397479519312072278558393660053709983510630539534402163810866538611576703239566904348742143870860494116783498311251024577748855045731828515446707,44943010137225471714194304348624296027256891990958399085832721034717334887046,402857672512758974588195058924752334097195692605106607464771329559072321055
1026,0.070041049179983143665890949642283013526670638073952346675604151502762449060750829248117800718558433907574317677883040928048157764117401301135306409562886657,8110199416923860504729457116408756946691651496902592482990793382008155701737,114895335657730035132638789784507072556140279583130026872604567066132467946007
1027,0.022863525716210782798081382303135474229862094887971116275431098081849670291484937134449091541695774932399526678707800952338993721458469544736456141273168811,2647415410011152641455227348886682701629540585667069827017778760975525012981,95852210586087804936208820215641154949341889117947014445332774632993395447673
1028,0.929098046767401778402465842703936663596134324563546501952236205750495344524967936573801314175271014944912016042711734569389621255129857738882131047388625877,107582203941507162657847417603456962595105903114900940190379824335916727504378,14890880929493638653092778354480633609616214176560385955662749807616364811615
1029,0.665273942680497969494523351191573897659935352155426614045897715839511243687533187070604375720640074242944836942836903251015278670731766392745768563700896845,77033459738121400439403750921211239791834151396814639451895747055422791306590,110193071631470230761673204088712738827313597643462233506941846538676593816128
1030,0.997068706394549236086370586471883570284742289440971205935760404772173192218169565869392243043385351021298955186022944887030714525183214760322851408515147466,115452668626573066237251002172786156914111001176832735576688800567876149812467,111982032231121166068870998514144521914638490447731106345173677855795479776715
1031,0.607011372829216734025323070016647978671728166614007185937256404437506613129053767947965768055103643328456521691733322953134680340723139063004125989189398727,70287115050706475445218042427084866532712588969278114460075554643067084342849,21087473862290273961975124977919161599609823342529447118260089154329453467226
1032,0.089779976468896487942571357814413108805229008523694279160321312781170325313767773089963001668390753858544485625400067629756690934049800907287976157922061252,10395811047010610304449892987279088753547889847142276919506376088209161258558,40800974226270718385500482408677827069282749557186873487653290701005234269240
1033,0.424249329303702822095197978567045552834004739697673401078079416328117305372515882349131677774874570399624919831603462885858914185972509191026051026168901697,49124716197605901946954790259694350747977017170764102526733136725164040893794,79172148574370864275570460569307821397524002388281753105156541663854328144509
1034,0.969433658552618677680500137331655893733491837277641748085521365462515453869230231424679161190767773516821796286825894836239721476457434862110113300770734418,112252748700782740672303426993195757982979565960887526927440026959346985002491,92887572742681078686557891222458154876338023770604704434696858638971099145516
1035,0.635281115825693323425786560126384412582759832903521650089781940293407511519651814520236787462326037069345294775021075204103892195063027854633214664231661383,73560527654470487225018933005177459587928061774539287756934571823584510377150,89019656526770995350748639900396848535731265772018917457466864781834565450761
1036,0.159383237053272743730101644974466791969500364879802610189581951703889718895318212962867168289311683866306861989766393547115311751869926886960713975585723780,18455318007804878715045936205695631264144650551276304903082287972518321768075,12681485441650544166539614650026575263709940558345221794759593716305906825006
1037,0.024371583197882529757972055431544625234943880435533634197878230043811181327940022966604659063095992023095684539567294268903178215483137916606387820275219087,2822036536503889898250758222526838876957062705465092172276519028750740161575,61177653823185784760614190509884641332446866390969121462459801204931530297928
1038,0.886550972900308619574824445676884454419237337176305731907030368945658970870723849707035159152449528499639147992283504715223545691503647133339532126760756160,102655589367502027743041839148187627186934599503422595146477053069689019016631,79688777566710365593400267853319472383922572300030831142410994641663799437012
1039,0.550888919944791087992941859850063765240002027291072454548951566513780251590643459537257733223582956756839195810465957803227963555629665030195802716857918443,63788578978095987329583548731366638130445651383496974292103362446209459277898,34279569661384538980721649142066307593824668979233796706186627506041355009741
1040,0.767505655176711919529613751783323252942200295329508442671152671171779204317185043546212950796318725471117749595062951561241661015198565176373106601695830754,88871083314366659366146325398970835438783621154384153743994020557745219959475,52647415666604687974343148977016671106524739345352795709885844851016547062253
1041,0.945287147346217445444553159064205272817670232903913367928800074194353662467750898719992362377005841800405367073865676543550979176183473302269826430284359894,109456773720401273647273223872605079870877436583308122810882990938481964992701,86109049892103416453243820974786660348443895414090775089722216011914135369202
1042,0.774263138967719282527291251047034737330127831627631035845361268278426835091957008830322496583627458791405134719740505515101810269015166101452433815354219685,89653546480514701685947021856141799355406996587949241254374001955932414771584,21629263880106598754840161108878779907554914005114692414877347289051398948557
1043,0.500680617015787235706860864713199449574188545879163195158276658125654392340097229904131350472470438809363599399319530924677488952899491782435894136364307605,57974854684886569154545474989142732991325459019835594345091869298425289067297,29886440006918492440211842259374538083202818387419735110000749915214294727774
1044,0.911029900009596485741747509707777368083659659721276516822433696195103902832839718618308917532229911708268839867389602072261965379807047273672230594787097240,105490055479774446918489392260645829392931756159884217825802969420392660183197,16230382773352473578857251224158057873028918816923633587927041629079972520519
1045,0.584742948556072854771432141791340164573368245563960996657569144904167136439897802033148425328495885982431773447102580669326794421038295614374146617295455526,67708607680096181342265845953687650038377448881819637960278563076218496998230,85070528655827747956109761517003830187072493882909263814211485826776967262237
1046,0.060144239475844863148662830719849764478388510885546937263701257136670299543395424428357452180012952766388076019135079232248501013219808504230746523843769028,6964227144497543832954438815823180321014917960333134801937131311550582831937,98099633703544209766884595806686464476533491892064577612512923363101127095210
1047,0.057355234634063760324713087407161723813073216352525995137430331430612716866122834922219580157571105442654923571963994461776767823983261308375820029796547759,6641282446974719438176088933522522438272896710283158239519223210790903210845,37919536564683886067880992641069219952009846084931825817972850360479380756915
1048,0.655183253269528863359142571295993592658576037933783592723695268385421260844699447092265510039138351910125082547654992665619762052481602350662501899013736732,75865037729380424105313190822832151777406746200241307352795094935571658469695,25740077236627122090365032358969636249785503190943801458501584456848771462528
1049,0.467839234886409612699083663983786768111922868403873655639630961979791259626119107812957704556306103522676142777502701317574880745167614485308438685311502481,54172082434684874057224937882174374060785787446594483033487959283771235620720,85415240720329089559587126343017081110951426263519942793347547033272553898749
1050,0.284043555200802757831415140835700093945200175929397409155311113255863704501100627113674349973489767649793303763308381132763900077276214221968842488754673259,32889996691095901661100248879426453503197202173886953418712445604218882815411,82837405580485999439180984500847979964458603554544168727063792891727717191415
1051,0.907771282582015147047693481934577940724756291664748127633381940515813692548016662961429212069979302341699389470582201547992468077351717208879002368814122825,105112733359809674803433797360476774123681606811404680011164056836219456848646,82221302336163112434207102476463626928151839719114554144816922764945242995295
1052,0.449192455058702184115919056590090571430666329139792207337314941536356484057240110963415136131741029919604033161155960547813668352735925255121456758816199948,52012932840886387975149480337740413008675854366651189671763106249664158026253,66575643519273299515958385671304107805390381224645185471328709992797721198844
1053,0.134511705389625449636337986729310147957546795174480312231414537399523284664258507872834281295954934791848571469605619651518703316910331759187376589319469073,15575391393939095903958025523383050090606644314959606420695635182144489845137,72628047936129474428101047501641685934480137277161883598902692249046839920579
1054,0.635508717424283010195529509116268602268372742944448136073212297493022916356296988286057457657817725055252571227925930852168698047064136707228444161368965808,73586882119084940055392758325478013179673136503198298843012017697466300005106,15555206416139319080994341361274213691478075004311313395470500396136590620264
1055,0.664584141352060291477848799092018932192062882408032599474475796857532073356094439634814670169316378256477424388283737296267448988669374159535363275744118862,76953586201142925568680672830765434393376473912897211178473418574657113977220,1839327887433802661614819385748162619677780526158579167322743595877971801957
1056,0.931092721050644716165418473677189208907036827420765883590468884681635550261579816633030278809145836447976349476580135802374569052371613637641639425076204915,107813171444111808627925141953346417977951543629764373978088419496383384749624,18176996205940764159890312082232949935534704354858469956217663963549442765377
1057,0.095607924543341866013565194463734455879693251311276900614951563718702657370628296585645405392932033531718070682944945667808969672584306805904778328710260751,11070641330517234611838563204645779939735317499162821290957069738887406864746,65665528269686929082698747558096648324000477703111293368297379615806673966717
1058,0.577134409362933880384398181388788786001474061989046027016641711511717307233392902420502599623732807738589744072438938909639400305820686794065477173726316063,66827599030878615456626821216484505254780092819677049145891292414321759193263,111370803882319931779027270102270056991867883992398773452147313067330149985685
1059,0.743070879230738675451397008251457078798638910045843906996757735421467370540550904243069081804972470348081439613238266958052328138694614400012554889558716487,86041729557536698232696971298287652246299924188643672932871515199831230972640,98013887322070398785426948302547812208046693172235274817852917286806703557454
1060,0.636424786661081357006139763398987365046590849257047387150908642961959153563301319666623172826521914238384930161258034723074687459374845386798904656644961538,73692955689899854370361365030046459225674039024504176783548815532624873551484,112349953617233241434699519045730505637839872441292892318808373741736361855136
1061,0.119738567201436111340467190338832965704344963027460899772787231403553817060864085817706177586640198870323714201140205283326107750532170964108702464072518025,13864778858537072345863685537251374787904070580722853773422141575915501344646,102249685105524310675063738252503695008463737887056844441959384805483271983214
1062,0.750014101307194113836964103479252689015686359075825724481459992531273973849887578144844705983163060457121017305382857144782938866093184285236205448160456750,86845699747808130205937923843154060194211203220630607960792557864336576427168,10392477230021791667811361583365506744677591784085830307509772540315595490299
1063,0.021212808183690721905893861603105007005142695836891989865981321288074481822054967798276868113754980499829957814210669373404054001992658357170997518596385961,2456275378179987351804984883976531892840123628929229224924412528919931217926,29050063229504842308987310316621764440620388436601650843695954611095404278881
1064,0.279672276400425567317047104717831981475156855750256016546258914786740293250606590069732981558432910125931659442016330058343808665976036216836584920084492334,32383837186161437529449363177627777147566748944587415921052303696488507903223,43830709189024054206930959507815811437948475487284087888334071762014314529387
1065,0.318726931151054227891065568669112686285361203092220937929155270509744926344493529282544244145503048143580981075399139421698199259656177607481496654091475780,36906057254178806279587186410388356277877661921494427209905102162600026650541,4515290027071312525644822549517045151151445190248112111781130930243566510689
