puzzle,max_k,lead_a,d,d_over_N,d_over_p,x,y,x_over_p,y_over_p,x_over_N,y_over_N,x_dot_pfrac,y_dot_pfrac,x_dot_Nfrac,y_dot_Nfrac
67,21,2,132656943602386256302,0.000000000000000000000000000000000000000000000000000000001145647724953865344982928759965785755284674712517283910446273422921939871734236793964499113854281915,0.000000000000000000000000000000000000000000000000000000001145647724953865344982928759965785755280396342247296878529489689037779760594155103046447827447480817,8199270313230837952220440610769591593514599319024034412022685032436710272885,108680892268991160269437367347039106826837182347366220564480894908240312674034,0.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,0.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,0.070810280453843540192441284018927318622021218371962433342484317187664072225111803071328954980867255101202809031166122727193316374793256573287500438822928938,0.938586504353068386048879653863379097049042879945504353160661836760621143842925190198547173949603617812059689283857268384534061059341986461625209018423782689,x.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,y.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,x.070810280453843540192441284018927318622021218371962433342484317187664072225111803071328954980867255101202809031166122727193316374793256573287500438822928938,y.938586504353068386048879653863379097049042879945504353160661836760621143842925190198547173949603617812059689283857268384534061059341986461625209018423782689
68,21,4,219898266213316039825,0.000000000000000000000000000000000000000000000000000000001899078491991227114789417611040850009779237159758067393187829358309390873690461517109635252141548921,0.000000000000000000000000000000000000000000000000000000001899078491991227114789417611040850009772145135932999997489595075590948993940959919903467268742743877,14417797224727152153976629935434818279260229220775673176904981236836807719451,7045521516762001123429259792443693948241323099305435512759425298741909160811,0.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,0.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,0.124514527025916583344659229081025889340722564412441535807669152710230300415371421900235202237596282469726177127834402484579900387568772697734350471118320119,0.060846311377301311161336515959181207184385506861096811284802706129461402971198292597232409046642230764403443260128956113629888942261523461803834890273132967,x.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,y.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,x.124514527025916583344659229081025889340722564412441535807669152710230300415371421900235202237596282469726177127834402484579900387568772697734350471118320119,y.060846311377301311161336515959181207184385506861096811284802706129461402971198292597232409046642230764403443260128956113629888942261523461803834890273132967
69,21,5,297274491920375905804,0.000000000000000000000000000000000000000000000000000000002567312619354427939510484779219173666293695311946369132026302100792977218741374913947030461721965133,0.000000000000000000000000000000000000000000000000000000002567312619354427939510484779219173666284107797612632001241333059612011800778244730587804982897899561,34226794014706530115784623034813193918417475105517896498394700850822182845011,95344118026279051459253088692659149181807495503617143902697063322064304017214,0.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,0.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,0.295588362211503279677994458952886295465586649127870844233003877822097658789234691820566359940504389240076515792122327517527543644304374836490870522218901970,0.823407874011764547377412431121107931881268104163025799739617783245830199924377974361869325884208912533537269899725033258752339982409131450937724751692077004,x.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,y.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,x.295588362211503279677994458952886295465586649127870844233003877822097658789234691820566359940504389240076515792122327517527543644304374836490870522218901970,y.823407874011764547377412431121107931881268104163025799739617783245830199924377974361869325884208912533537269899725033258752339982409131450937724751692077004
70,21,18,970436974005023690481,0.000000000000000000000000000000000000000000000000000000008380857279603190564233034368155817952616474119238686709760512266487219899175512823945298991027326405,0.000000000000000000000000000000000000000000000000000000008380857279603190564233034368155817952585176181974854056672542791588999437729011133478044474009193862,65540419151317157747671900246361345335112119010416684680126380557251106866307,97334935826427332895556897785451550753483104566423636378820548368192638516448,0.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,0.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,0.566018106962314964906829319612097688022347908295078674507725233918869591437123380866211658786734726349323393777536896673563231272217261119701927638893693932,0.840600912096327431896257108185234404235834947843008082483409532974029457691956903476912597168710578908793415122652693805881639640993656243567269676248431020,x.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,y.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,x.566018106962314964906829319612097688022347908295078674507725233918869591437123380866211658786734726349323393777536896673563231272217261119701927638893693932,y.840600912096327431896257108185234404235834947843008082483409532974029457691956903476912597168710578908793415122652693805881639640993656243567269676248431020
75,22,20,22538323240989823823367,0.000000000000000000000000000000000000000000000000000000194644758458390627073683751333052919966073730031289039478897450377441256461521094933740980715354406227,0.000000000000000000000000000000000000000000000000000000194644758458390627073683751333052919965346837872680056739054409286752651515048628010931738065989755480,51753319958850014318422825155241699590216770953661144053284309216551720208213,70145941657091582687860683718295708577963266312639151937200559702470585069731,0.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,0.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,0.446950394450362210534076556405716235250224960827180995610603010220332119308473607714973770796508719394482184122801138620716491623986145562905688305758128542,0.605792175606463826346261725293462851034576500776417221365827245291862579000971192404492734709320219439089338824184847030769699278032046279663289733321154874,x.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,y.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,x.446950394450362210534076556405716235250224960827180995610603010220332119308473607714973770796508719394482184122801138620716491623986145562905688305758128542,y.605792175606463826346261725293462851034576500776417221365827245291862579000971192404492734709320219439089338824184847030769699278032046279663289733321154874
80,24,1,1105520030589234487939456,0.000000000000000000000000000000000000000000000000000009547457325201795431410365154437894404573450809711819828835807018805904281555494220317533839256623429290,0.000000000000000000000000000000000000000000000000000009547457325201795431410365154437894404537796256672177401572624755516182412178516481046648863105676038697,57023615344285030823290121311389598839835447585845466159247235392572779796956,44489989660955945872089157326859328201485774189878427594519890127683524442731,0.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,0.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,0.492465553734115456142670332952655263612304210794904322706655546503224810039661721530057240608532691513747311585364390567343481181212799741728974173236887550,0.384223049726424691387790084493560992585069532143538099072880893908130425547330261321590969151017987948730469189385616096441700008568381547522980557019230501,x.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,y.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,x.492465553734115456142670332952655263612304210794904322706655546503224810039661721530057240608532691513747311585364390567343481181212799741728974173236887550,y.384223049726424691387790084493560992585069532143538099072880893908130425547330261321590969151017987948730469189385616096441700008568381547522980557019230501
85,25,1,21090315766411506144426920,0.000000000000000000000000000000000000000000000000000182139521838895641526527660076397918451245763418242514741339326081385697927706998448328151332933299305680,0.000000000000000000000000000000000000000000000000000182139521838895641526527660076397918450565571507368196668550341342647539128641409640216480487685118027972,18891731271987559180564311775835658084708517714299226869460971567942463645498,6337264155528691980680833078963835238690084422326491171223553853162872183891,0.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,0.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,0.163152175562433333429273570113618778451536184791600297001817922813583969984521895269882442870517933309015528775736297305122923682470013509449756005537277096,0.054729681425304039622979740930153925648905422016269585053998255974930494825794577177377532051094009970823747384344995433441328104770943417921756903894361895,x.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,y.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,x.163152175562433333429273570113618778451536184791600297001817922813583969984521895269882442870517933309015528775736297305122923682470013509449756005537277096,y.054729681425304039622979740930153925648905422016269585053998255974930494825794577177377532051094009970823747384344995433441328104770943417921756903894361895
90,26,2,868012190417726402719548863,0.000000000000000000000000000000000000000000000000007496299584324220159914623264585393475994273792026425904501319118617115652236819161028634739100208755272115,0.000000000000000000000000000000000000000000000000007496299584324220159914623264585393475966279195975724184679520335615157335397884495926860062777933399243591,41713034111263466851930038147996148669581275117010008356397839417328763635925,76118228033078757471841976306410062476790021765122360602050786936435027981363,0.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,0.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,0.360240793529275495627289431348648488585232207928882000084238819442180278924011409750312528813925647728118533509954820649837572316278777141051955559161624427,0.657369847408783222648450003745013262625290818690384157503901987349615717170379350390559846498296307475124834383642202906409002209569061756617739595657415836,x.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,y.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,x.360240793529275495627289431348648488585232207928882000084238819442180278924011409750312528813925647728118533509954820649837572316278777141051955559161624427,y.657369847408783222648450003745013262625290818690384157503901987349615717170379350390559846498296307475124834383642202906409002209569061756617739595657415836
95,27,2,25525831956644113617013748212,0.000000000000000000000000000000000000000000000000220445387286594794981921667606157552248299865404390294199762695156838498310434748556411486264301371401115124,0.000000000000000000000000000000000000000000000000220445387286594794981921667606157552247476621949548427831944773074845444662286002343148507877790181498091900,68063097042254603112450010924849517033325884137594647726407681444771642515525,71312491678750984954701657627055428744583136893281915291066395899455670806806,0.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,0.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,0.587804378438660903406536562834310473497397687045489742724497259992541925888068871000240146106899368867285202896257702331603579491829964109380732485199330584,0.615866698221463499503039526248602887636246184201887832009241231551531889038347986444950878449985040797169068390426043632090709378665028501780151373547165441,x.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,y.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,x.587804378438660903406536562834310473497397687045489742724497259992541925888068871000240146106899368867285202896257702331603579491829964109380732485199330584,y.615866698221463499503039526248602887636246184201887832009241231551531889038347986444950878449985040797169068390426043632090709378665028501780151373547165441
100,28,2,868221233689326498340379183142,0.000000000000000000000000000000000000000000000007498104917253066973263707086824579059386140912998709548395588528425756726400726580313106079549057646713020236,0.000000000000000000000000000000000000000000000007498104917253066973263707086824579059358139575012802119631484493750406538671608438298892482642964909345235299,94996722023597679036042775432142722866975674982521337987691298170952592385559,61213091224897107699092739640017491283561943079669346364651076989993654499173,0.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,0.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,0.820407703577242173486505413283175647708133460527227505714754766873522899680579034275466482664786215134872585059523172536791402794580103755730381350648004536,0.528646573596584082090829109930656294791633801281917957275560482674196394450365890589018472383905834815644815360032012723012972068507419100306583718366595516,x.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,y.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,x.820407703577242173486505413283175647708133460527227505714754766873522899680579034275466482664786215134872585059523172536791402794580103755730381350648004536,y.528646573596584082090829109930656294791633801281917957275560482674196394450365890589018472383905834815644815360032012723012972068507419100306583718366595516
105,29,3,29083230144918045706788529192435,0.000000000000000000000000000000000000000000000251167677658116074161081686471659015207123242091611956155784694587484396428242048438287148521560150037067729758,0.000000000000000000000000000000000000000000000251167677658116074161081686471659015206185267615280287098060026273338760554385022232601017517965837698161545421,85472652198433121950841823744746716770135193065697857406943610820940839638907,2273491733972386163740165494026048845412452493532013887904800652580241064735,0.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,0.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,0.738156231236632180679999374188815770600331775878643792074413983904624868604882493801386576972422420688981646104127965586871125976343919655287174823498654853,0.019634257823199465700743887968074973776990951116375672732914105072511131917109079618025904740928408024162264987076913643281019480720358351409247306854365284,x.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,y.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,x.738156231236632180679999374188815770600331775878643792074413983904624868604882493801386576972422420688981646104127965586871125976343919655287174823498654853,y.019634257823199465700743887968074973776990951116375672732914105072511131917109079618025904740928408024162264987076913643281019480720358351409247306854365284
110,30,4,1090246098153987172547740458951748,0.000000000000000000000000000000000000000000009415549070191875451749240509599096198373606660272718880646334659264446633024067072140334528465236467911218509273,0.000000000000000000000000000000000000000000009415549070191875451749240509599096198338444712721053166105276992291765900596404180379575574527379056394917379294,4338352488447277069681865763767263000525504203189618609162334752999592040061,1327516183598579617836816008839248279861745347961002707181648029680335235001,0.037466743341644109080124423443291452200717371694337490008265156135557870992180201945938989571629093724464899910601107497759939865217478004291827345817994499,0.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960,0.037466743341644109080124423443291452200857289574270939708507867438926419883615958359479636052456713948280165339900426405495690758315354506700458432645500729,0.011464653521173036806880514889828347923479833647757840557254353757028354813089082019428227122227272614939530615771983676825940167282958399012654683561375792,x.037466743341644109080124423443291452200717371694337490008265156135557870992180201945938989571629093724464899910601107497759939865217478004291827345817994499,y.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960,x.037466743341644109080124423443291452200857289574270939708507867438926419883615958359479636052456713948280165339900426405495690758315354506700458432645500729,y.011464653521173036806880514889828347923479833647757840557254353757028354813089082019428227122227272614939530615771983676825940167282958399012654683561375792
115,31,3,31464123230573852164273674364426950,0.000000000000000000000000000000000000000000271729471657498533997940559584347435609764587296274750266634161980409214227740534243208525283276648014105160405713,0.000000000000000000000000000000000000000000271729471657498533997940559584347435608749825718438473224891105936130893688657213771189495101681624272085826988395,32939465712855543687621080654651021859979376333843015892822995152318610898773,46560755643746305144975040470607841658328142774650200719470619734417618747604,0.284470778010974661152139142945376090460389300349226701358219047937737013221947494889852733396358219474524107062879491244329493670483898655086406743975341527,0.402106533791958036014947248833024184694151664552785721924583273995645873972512690318820309948921981279689809288294075039518140116866227225377070750217074134,0.284470778010974661152139142945376090461451643766677511143878547571399507451039320431456529766043460299240930072124020752438779676174250163518680241176886455,0.402106533791958036014947248833024184695653313447180660935247828934635776181876182841503255384866839507116048385322615563411229248538430333082725144727330814,x.284470778010974661152139142945376090460389300349226701358219047937737013221947494889852733396358219474524107062879491244329493670483898655086406743975341527,y.402106533791958036014947248833024184694151664552785721924583273995645873972512690318820309948921981279689809288294075039518140116866227225377070750217074134,x.284470778010974661152139142945376090461451643766677511143878547571399507451039320431456529766043460299240930072124020752438779676174250163518680241176886455,y.402106533791958036014947248833024184695653313447180660935247828934635776181876182841503255384866839507116048385322615563411229248538430333082725144727330814
120,32,3,919343500840980333540511050618764323,0.000000000000000000000000000000000000000007939605433293317464434277000320747689312319057560064079728370599952829501528755341270319430264733444321426689216921,0.000000000000000000000000000000000000000007939605433293317464434277000320747689282668955612192160033221561219088061509142566605480277527463110161630236563452,93499419120076195219278579763555015417347613618260420189054155605804414805552,19494200143356336257404688340550956357466777176798681646526975620299854296492,0.807476743324398323969412101315781451964287132753968309044577785287333590235183362223762643512274379260335944174004035132829954725392198195114302331160451110,0.168355198284771605775950611314635326809635424867515919763405039002718799508310858315059298876199763888065386352492494180697210494202143290669722277638175321,0.807476743324398323969412101315781451967302618594071708829400789555372112600080182087581314479230608089958740039289133066578216652955415916148411801079045095,0.168355198284771605775950611314635326810264139837615776711945101468989171355931258149177523648389026013251246852975288279985511695450600135167426593029556807,x.807476743324398323969412101315781451964287132753968309044577785287333590235183362223762643512274379260335944174004035132829954725392198195114302331160451110,y.168355198284771605775950611314635326809635424867515919763405039002718799508310858315059298876199763888065386352492494180697210494202143290669722277638175321,x.807476743324398323969412101315781451967302618594071708829400789555372112600080182087581314479230608089958740039289133066578216652955415916148411801079045095,y.168355198284771605775950611314635326810264139837615776711945101468989171355931258149177523648389026013251246852975288279985511695450600135167426593029556807
125,33,4,37650549717742544505774009877315221420,0.000000000000000000000000000000000000000325156493554388180510135930520031650101876502265794078653322644202104194211078802050653531445393447534758568977210561,0.000000000000000000000000000000000000000325156493554388180510135930520031650100662219860465385784028660216327051039528264278126568681222655110745543431940780,23266937399999944120243183575366069139753606644194491618844068395400303144974,19046944643243374794723275227850600835724258179117516648603681200280499231816,0.200937193147230411599632015275276505227172295544792897280002089008794447664712179394867030384649387369555608419287533405912209013660369880796295721333719837,0.164492624398603008165854431309169080777632101602472104550477758694371309878873882175960708536817866959447158766815130094214217218875932740433324560802084418,0.200937193147230411599632015275276505227922686519758933706551737477145322060813003585113630549181053607786109057146093805104534435790054210685489052579220963,0.164492624398603008165854431309169080778246391962877146736971250590347856640015819859323807422905622231515813547480963126319233267800778653019882970769761280,x.200937193147230411599632015275276505227172295544792897280002089008794447664712179394867030384649387369555608419287533405912209013660369880796295721333719837,y.164492624398603008165854431309169080777632101602472104550477758694371309878873882175960708536817866959447158766815130094214217218875932740433324560802084418,x.200937193147230411599632015275276505227922686519758933706551737477145322060813003585113630549181053607786109057146093805104534435790054210685489052579220963,y.164492624398603008165854431309169080778246391962877146736971250590347856640015819859323807422905622231515813547480963126319233267800778653019882970769761280
130,34,3,1103873984953507439627945351144005829577,0.000000000000000000000000000000000000009533241797642279052056095963762355707228473636412562297795268996710984655439326172059878316568090900955108657875141557,0.000000000000000000000000000000000000009533241797642279052056095963762355707192872170625797071808735963335009914866430800607919128752964476023652409171868567,44886295857190546091508615621464465421050773292389158775895365558788257183826,79820197542983972470655013754473404410649480536210503962616926227235987362275,0.387645616836535034195978177439466371730134269822604837990463785590279402960191409758851745359157422179371328150582823410967217622047824887024150703666136985,0.689340680082145032575268214710304776713453536239369435889636066545491584126275062561428125000518955556135425876181119568670363259973605441609612728108829041,0.387645616836535034195978177439466371731581915068381416068599414174087512400201440910383913194071123253368007913450240915058483363393941554395290432276733133,0.689340680082145032575268214710304776716027848226655803549759787376151954600657806719352070291500929022119746288311140050894855051735232766633606069344065373,x.387645616836535034195978177439466371730134269822604837990463785590279402960191409758851745359157422179371328150582823410967217622047824887024150703666136985,y.689340680082145032575268214710304776713453536239369435889636066545491584126275062561428125000518955556135425876181119568670363259973605441609612728108829041,x.387645616836535034195978177439466371731581915068381416068599414174087512400201440910383913194071123253368007913450240915058483363393941554395290432276733133,y.689340680082145032575268214710304776716027848226655803549759787376151954600657806719352070291500929022119746288311140050894855051735232766633606069344065373
