family,label,d,d_net,tau,Delta_plus_num,Delta_plus_den,Delta_minus_num,Delta_minus_den,first_diff_Phi_plus,same_x,y_parity_flip
double,d->2d,39,78,0,-4341857807905461119057382993360305987084340287546661595825678100621926920382356159035608319540233404251866088680038115296256798812069564418405586570200096,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4341857807905461119057382993360305987084340287546661595825678100621926920382544645236450775456633123081011087379203799305196954186436795318805239351817918,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,39,79,1,5889814094089256977999385224222980702828434636681816963759790497171732486712940368854426836925479936447672950731425736074234445922960532129338706586422058,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5889814094089256977999385224222980702828434636681816963759790497171732486712762157930853165898180368935182458878921234631021909992802941809773352225050532,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,39,115792089237316195423570985008687907852837564279074904382605163141518161494298,0,90264016874735329246253986136765507208209631488173306215365791499438067831099,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-90264016874735329246253986136765507208209631488173306215365791499438067831099,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,39,81500063315289534131270817751270903352127873314922039964786243474413983288658,0,-48949475647725540061438393531563114615952020774789736612181136380528841275854,115792089237316195423570985008687907853269984665640564039457584007908834671663,-48949475647725540061438393531563114615952020774789736612181136380528841275854,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,40,41,1,-1219895615448309070835902238192336976136573122462859266199928385480000177858400120488352429725764495939735153680208590281311083208908491433758929751748498,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1219895615448309070835902238192336976136573122462859266199928385480000177858198782204386811696226528093374792720768764749233852571171754387413648666807886,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double,d->2d,40,80,0,4583575048545977293917613264566372258305029749118182135769237575091226884306874711303350385597789598210265464330499669019403788161884760106356485870776331,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,4583575048545977293917613264566372258305029749118182135769237575091226884307036602234127725965158017448658169111431199671195271385096194778025306688721615,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,40,81,1,-1389856753221113057473342653772760405174157187343757184248082058410492789000730673169699757755905574150313238834886683286241644925752153062757678209148904,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1389856753221113057473342653772760405174157187343757184248082058410492789000561770648425319498302519416372453629520027159691528261824601936789989279366650,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,40,115792089237316195423570985008687907852837564279074904382605163141518161494297,0,-97356679291628215832182277883182443626398766312814331571302726779991693260035,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,97356679291628215832182277883182443626398766312814331571302726779991693260035,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,40,3426054441129335610626054226058015950217966591329722570797700875783819774339,0,-46372825569259475932804677333115472149918931915182428716449792456561244063900,115792089237316195423570985008687907853269984665640564039457584007908834671663,-46372825569259475932804677333115472149918931915182428716449792456561244063900,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,41,42,1,6912103928415256632851403026125541684794516086754663141571160202277058405468772631828971785421261364300163592300762086344202915835341547851977827077629641,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6912103928415256632851403026125541684794516086754663141571160202277058405468777483242023552122946480023513912214773373137912006998086726902697586118675279,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,41,82,0,5487904129562030523284710880570844339400305594628899676313232654272817619142019752703509258203542873058420364946239035150148246173535179803533183641414832,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5487904129562030523284710880570844339400305594628899676313232654272817619142001235141480010242898570768082055396540151019490744827919196252946467482019592,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,41,83,1,1360571056647124193409127301510224414894219082162915883868253497779896017928146854778030976328338409168824953027359054481433706962185146005731220922072841,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1360571056647124193409127301510224414894219082162915883868253497779896017927951895952211922217800423374020041407104400869233470603245067467276140702622715,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,41,115792089237316195423570985008687907852837564279074904382605163141518161494296,0,103981604673989813705785568477178515813426765764416306165434319565289391680577,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-103981604673989813705785568477178515813426765764416306165434319565289391680577,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,41,41144134804285332513552275709533036401145624146812309559414321418671817754357,0,33664903502563512986589868473574775412904010440055961741881391679902309559368,115792089237316195423570985008687907853269984665640564039457584007908834671663,33664903502563512986589868473574775412904010440055961741881391679902309559368,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,42,43,1,-2167842763665248119728701871709921738494313513308714602755992966882933629081305660981616564381513482868207890544138074778764719152073400167817411842735547,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2167842763665248119728701871709921738494313513308714602755992966882933629081514735199947884661919112702109566898823828901464428703581829003798488741364921,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,42,84,0,-6222102215336284737522696752965823076260764228850686920376657423971602712412591257741142662952027795642498025501625006130045616310780749188845873399258288,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6222102215336284737522696752965823076260764228850686920376657423971602712412715390234115795285821194391425111587937347935772160847714322684120381639838500,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,42,85,1,-6974544821581319307485864796593418770018950219177372589354734294290799183721857936970977352375680143657440359700704836031947008188807440157110656215869497,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6974544821581319307485864796593418770018950219177372589354734294290799183721865492120991044928725143825872707523778541770290599266887444194073587323888959,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,42,115792089237316195423570985008687907852837564279074904382605163141518161494295,0,108833017725756515390901291827498429824713559473507468910613370285048432726215,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-108833017725756515390901291827498429824713559473507468910613370285048432726215,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,42,78862215167441329416478497193008056852073281702294896548030941961559815734375,0,-95731007944073562665256730552275407491336385455815870961361944917922168081263,115792089237316195423570985008687907853269984665640564039457584007908834671663,-95731007944073562665256730552275407491336385455815870961361944917922168081263,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,43,44,1,-6292393780267220156719150441171241955476511161510833798682075425420618422474938685841682284746949253784283374378515816573263254763776402078912389897119783,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6292393780267220156719150441171241955476511161510833798682075425420618422474920919867330576656447326523776609988298022852603273951953694510489974996380817,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,43,86,0,-7315293642593971568271022051186379530369134215870578702856403825353252661387727933788605977762516001147180850456913330040332323301785147202583250452525668,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-7315293642593971568271022051186379530369134215870578702856403825353252661387649431352562069715467885421452381901730034941865447839533505587279322076196418,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,43,87,1,-8384154209088270242351998015150166342975049501391742463390430681001404104877809539066249137898167012755885600173835991951506981356821003302515527027667443,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-8384154209088270242351998015150166342975049501391742463390430681001404104877809750129245895710996431428072747477189385948686598128543619097261410487592367,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,43,115792089237316195423570985008687907852837564279074904382605163141518161494294,0,-100241200605563765014728542074177924861040563226202082597815465696028465903159,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,100241200605563765014728542074177924861040563226202082597815465696028465903159,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,43,788206293281130895833733667795169450163374978702579154042399362929652220056,0,9330551557100817637677668042081099499702526020190714649201789076054151407134,115792089237316195423570985008687907853269984665640564039457584007908834671663,9330551557100817637677668042081099499702526020190714649201789076054151407134,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,44,45,1,-4632032875093567975105251594827064572226700028464636360972093307087593348973175768127532966437220651425839458353237605629817989672146025707223772971927852,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4632032875093567975105251594827064572226700028464636360972093307087593348973083848210032674416018182850325890521369549729205772035312851538604084788677520,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double,d->2d,44,88,0,3963027490992328044127740672736552268924959132181844695298198497111053645273356346201486890412543613747876602785032589953464550803888775836338189511621591,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3963027490992328044127740672736552268924959132181844695298198497111053645273407790554580861437408191649074081977156333482807450784527125185864088901999191,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,44,89,1,6221047152756000875477442143722912053731643583980411850584693877607664654640299055010639327293061391761326996365635588466125143151995929234287186677130194,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6221047152756000875477442143722912053731643583980411850584693877607664654640371383094286430272734125927801401723275235541229423788188360666936582710171994,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,44,115792089237316195423570985008687907852837564279074904382605163141518161494293,0,-82475226253855674512801281567413534643246842566221270775107897273613565164193,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,82475226253855674512801281567413534643246842566221270775107897273613565164193,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,44,38506286656437127798759955151270189901091032534185166142659019905817650200074,0,9058824581674574101685812153483986394260839439302441200837842102302918133450,115792089237316195423570985008687907853269984665640564039457584007908834671663,9058824581674574101685812153483986394260839439302441200837842102302918133450,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,45,46,1,12785300777502721752379164152660373900251879135828803478608440199153969001165126460061435642551618960773736862311057027737560709928501040008199695041644917,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,12785300777502721752379164152660373900251879135828803478608440199153969001165061329240432528831615312356749397369315518730961065727692179741667501148880547,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,45,90,0,12083424921018694963866530062998969827674212105572340918562443446953003405090571929347283723984229372633659318961571845097517157543768335717531490255478523,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,12083424921018694963866530062998969827674212105572340918562443446953003405090578416123221166645466546154674685134554469063802824180983596352712985780270553,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,45,91,1,920110170190151327898150069685386825995620126101723665042621500201156367123844981374054784150807342048521544846007912088231457763285088584891613230495902,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,920110170190151327898150069685386825995620126101723665042621500201156367123856890396470896998871362343636356974515632683134790500615211898619202670405352,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,True
negation,d->-d,45,115792089237316195423570985008687907852837564279074904382605163141518161494292,0,9444691246436346689667293946154297224809058045996366058066271346074618086139,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-9444691246436346689667293946154297224809058045996366058066271346074618086139,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,45,76224367019593124701686176634745210352018690089667753131275640448705648180092,0,40591700341465226274111834446744342584075921650775891530622557049735578729946,115792089237316195423570985008687907853269984665640564039457584007908834671663,40591700341465226274111834446744342584075921650775891530622557049735578729946,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,46,47,1,-6742877502903763663518758269259838137500138797012711106430306485301932569013009063152109522345713112353372767360338406704446178202393519181440345050253850,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6742877502903763663518758269259838137500138797012711106430306485301932569012972879316901977760231397850303726933378498701291754024243426713671735482353600,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,46,92,0,-1391902621838139631760824419540098490804696582879061196556293613196196528335282771770014725757114082236736443676812728006839629958315332333117761072449767,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1391902621838139631760824419540098490804696582879061196556293613196196528335299670819633208341006452828159172747464395057837896861790559793375616543146171,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,46,93,1,-6989462690732058550201627131809847678960474884360282936758302605178379766114709456036968985577592473003068920986550877840810182272033394168466500553465395,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6989462690732058550201627131809847678960474884360282936758302605178379766114759849115964755591026266888233157242879729195958069078311967000950894732144231,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,46,115792089237316195423570985008687907852837564279074904382605163141518161494291,0,-55686129756677373313981123041310644516699948553647834750793995186119274678231,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,55686129756677373313981123041310644516699948553647834750793995186119274678231,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,46,113942447382749121604612398118220230802946347645150340119892260991593646160110,0,-38252165799752534187156544566379974769818129675485754209124831503040100806302,115792089237316195423570985008687907853269984665640564039457584007908834671663,-38252165799752534187156544566379974769818129675485754209124831503040100806302,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,47,48,1,-479549494648328169750151548429071908312715671542377878471513507704174578682783938498230983568564757619974659971139154462603715676334274819981045639155693,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-479549494648328169750151548429071908312715671542377878471513507704174578682841333414542677190020110038448256724437331849831317179048539833455212447685393,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,False
double,d->2d,47,94,0,676976381055706165866773680985680068542917719534384490129544885859355716102280385431722232686737853811394024259724627619032143346780419125068650745818026,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,676976381055706165866773680985680068542917719534384490129544885859355716102389342749913420419340680576043821885359523842852412076283596621561276671453338,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,47,95,1,-5137775565680038625999080540017812241633582118262838698309791034974186295919804523214639711024987646708518081274904021659306337295122632002951608097592625,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-5137775565680038625999080540017812241633582118262838698309791034974186295919862305282144469120034500453388853405014194449805761343978638087084904506171807,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,47,115792089237316195423570985008687907852837564279074904382605163141518161494290,0,-19502294549132787832266619972270217556791945399223656600701527417509706777981,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,19502294549132787832266619972270217556791945399223656600701527417509706777981,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,47,35868438508588923083967634593007343401036440921558022725903718392963482645791,0,18409986008030992102165269095356764466135576006614136182757439670259361374008,115792089237316195423570985008687907853269984665640564039457584007908834671663,18409986008030992102165269095356764466135576006614136182757439670259361374008,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,48,49,1,6916794392618665331913969917787739131499315596661654683735422673759065528937584231486329884263869560532953031916003695661360841158139690191355129973561042,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6916794392618665331913969917787739131499315596661654683735422673759065528937573497105027519894176201970607432168847610536899819454301092576694804015639348,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,48,96,0,-2499990116730047547454924015015706835514184766273495038781568961372321269269511320004648140314334948671983165476213498060871071490311227519503960468323129,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2499990116730047547454924015015706835514184766273495038781568961372321269269502633137228449911727176648677135874101283133888551818713005879569038279503623,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,48,97,1,2672475356408089939625101472501115376114763545192256704618335121832439856451689862792284507523708717162715239050111625245447096417205447329930544008675252,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2672475356408089939625101472501115376114763545192256704618335121832439856451667394300519416737285586005934591637098283671375888989194865470683847703003186,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,48,115792089237316195423570985008687907852837564279074904382605163141518161494289,0,-76897210860826409287619038445866970854969332626825159314966540891676515307681,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,76897210860826409287619038445866970854969332626825159314966540891676515307681,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,48,73586518871744919986893856076482363851964098477040609714520338935851480625809,0,4127305848420516195525095848761354171768607762107788399855814223257608597930,115792089237316195423570985008687907853269984665640564039457584007908834671663,4127305848420516195525095848761354171768607762107788399855814223257608597930,115792089237316195423570985008687907853269984665640564039457584007908834671663,2,False,False
matrix::add_constant,3->4,7,8,1,-2395311978167680321421544568664187392173471215296420445806294348972873745544932945000747712793026472111000008045815398707296646742818373464492682611110699,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2395311978167680321421544568664187392173471215296420445806294348972873745544919721453524461273792939815566205608539211283994168307112836807190606773795711,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,4->5,8,21,21,322807308755617712479334280985744410261067941496042246156471084843740757447436501405377890831529571470114483293234161950816203385928480516778622113622132,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,322807308755617712479334280985744410261067941496042246156471084843740757447474661611264462499148167636737906239982082539036336261735295053658305036666724,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,6->7,49,76,76,-4846535310325470278295780681593390615919253567975596852511941494666661735655341817028961685011159772930797963044116491330873955911503606038870733980991658,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4846535310325470278295780681593390615919253567975596852511941494666661735655309978403721196289078627171372435475068740127795811561920675227527539130042396,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,8->9,224,467,467,3071172124348852188096059165187916744566791114983312625300772862314092285641553572922911347195476314814388396102971150343297792137167452842921845020482944,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3071172124348852188096059165187916744566791114983312625300772862314092285641621879945486713145310839619300862033486626946852675638095892559334931526264794,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,9->10,467,514,514,5251469247312595223347597343482358384975130816510522003792434194235325455722122945774575542191929309666525178364772501453084819248538925571799323417162667,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5251469247312595223347597343482358384975130816510522003792434194235325455722052445206714206468372061811728523176488028279776224839090800386685838740615913,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,11->12,1155,2683,2683,-961899614133013042019898462135268325941530103571340132914083791571045107094940766374860828299838967816027697387765967638725080502892541536891289477585,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-961899614133013042019898462135268325941530103571340132914083791571045107157221863625668850261503608921842391228360788026192463789152312637474782896881,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3,False,False
matrix::replace_constant,13->14,5216,10544,10544,528489274718358070043827683828477368128094731531742003449968508460982577781990785084599238414102753408431308400259403235013135402565850821208774282422550,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,528489274718358070043827683828477368128094731531742003449968508460982577781924188594290937747195078710102874101713089862158173707480859805104524136102898,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,14->15,10544,26867,26867,3860083252815803256477341728716264705765278699840744240433421015028553528523881466169045295083908048240762555482497487167608107988654496895840123727947624,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3860083252815803256477341728716264705765278699840744240433421015028553528523810356638872214405043329560197336050422040215143490724208641723007490458943506,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,16->17,51510,95823,95823,-4930507462530201881088791673056283015881571905681699405527544318005250960842845094001859282703687830357881474377344562981226474752864107523611598957156786,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4930507462530201881088791673056283015881571905681699405527544318005250960842777685528178864468898349218298576531951010425582307854158717470067596204567936,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,17->18,95823,198669,198669,-2645699195270107299477641697889579978409462136103628727010288376997847300428393255248795565479988490418764629145529831164431425144597051421212220005196565,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2645699195270107299477641697889579978409462136103628727010288376997847300428465011732109028136198465784462245691435819476901764507729207074880051515899911,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,18->19,198669,357535,357535,6311424257764866474909833573684277080114600710312526654895242954134728702893692077116010986908990135879413583346089411661241228183804389201664539991768865,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6311424257764866474909833573684277080114600710312526654895242954134728702893752751897080045372532345108213810480269162569647829580046857692144472242317711,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,20->21,863317,1811764,1811764,-1772100931516329747154040041402657821234693387570968509412683066682638829505471422897370514187505082650120592638307117866805093110515702573107598999338810,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1772100931516329747154040041402657821234693387570968509412683066682638829505389402918699071381302719024328439366352319314846454987355968977695127848717898,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,21->22,1811764,3007503,3007503,1906135348500207928457308947397169922526819301730978818062248055148776634680109404801663625051115915537241766957306868793808599689453385349721916227618054,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1906135348500207928457308947397169922526819301730978818062248055148776634680049055509415703451247998689683872602379731900465819833927295826006719783576464,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,23->24,5598802,14428676,14428676,-7201221497437653299297119670994746065207201727415770789818723289927041833335912504162916580440873921229846039837356146100842437394475157118050678760120615,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-7201221497437653299297119670994746065207201727415770789818723289927041833335967678589221958512380985331634438660853410417087271355213619140069042595565563,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
